status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,Boeing 787,Family Leisure,Economy Class,Perth to London Heathrow via Bangkok,June 2024,2.0,2.0,1.0,,,4.0,4,no,3," Travelled with an 11 week old baby whom we were charged $700 for, and were not given a bassinet on either flight. The staff in Perth informed us that Thai sell the bulkhead seats as premium legroom, and if the seats are booked by others, babies don’t get accommodated. This is totally unacceptable and dangerous: new parents are generally sleep deprived anyway, and shouldn’t be expected to stay awake and alert whilst holding a baby for over 24 hours. The staff in Thailand confirmed this policy and despite no other babies being on the flight we had no bassinet. Even worse, if the bulkhead seats weren’t already booked, we would need to pay the premium for the legroom seats (over $170 each seat), if we want to avoid the danger of holding the baby for the 24 hours of flying. Unbelievable penny pinching that is putting babies’ safety at risk."
Not Verified ,,Business,Business Class,Bangkok to Delhi,June 2024,3.0,4.0,4.0,4.0,4.0,1.0,1,no,2,  Flight delay reason given short connection…… never heard of this. Get your timings right so that all these passengers are not waiting because of your scheduling issues.
✅ Trip Verified ,Boeing 777,Couple Leisure,Business Class,Osaka-Kansai  to Bangkok,May 2024,4.0,4.0,3.0,4.0,,4.0,2,no,7,"  Our return flight from Osaka was quite different from the outbound that we recently reviewed. Online check-in was done, immigration & security procedures went well. We cannot comment on the lounge that much because time was short due to our delayed airport train arrival from an accident with injury along the route. Boarding & seating, again in 1-2-1 configuration were fine. Welcome drinks and lunch menu service were fine. I chose a Thai meal, and the request was well taken. But later on, when it comes to the main dish, I was told that it wasn't available! I thus have to choose the western dish which is a steak. The steak is overcooked (well done texture) but tender enough. A choice of very good Laugen roll makes the meal forgivable. Wine was good. The overall teamwork, attention, service mind are above average. Again, as in the previous review, inconsistencies among flights are among THAI weaknesses to be competitive with other Star Alliance partners serving similar routes."
✅ Trip Verified ,A350,Couple Leisure,Business Class,Bangkok to Osaka-Kansai ,May 2024,4.0,2.0,2.0,4.0,,4.0,3,no,6,"  After several attempts, we (my wife & I) finally are able to get our miles redeemed and booked this flight before our loads of miles will expire. Check-in, immigration, & security checks are efficient. The lounge F & B items are mediocre. BTW, some of the male toilets & urinals were out of order. Boarding was efficient and seating in 1-2-1 configuration is fine. I'd need to request for the welcome drink, we also need to remind an attendant for the meal choice after being inadvertent passed by, but the in-flight manager/purser later came in to politely apologise. I chose a Japanese course for the lunch, but unfortunately there was no Sake to complement it. Am I wrong about this observation? Thus, I requested for a Sauvignon Blanc but was given a Chardonnay! The Japanese choice was very good, but rice was quite dry on the top perhaps from over reheating. After meal, I requested for an Espresso but was told that it wasn't available because someone forgot to load it and I was then given a black coffee in lieu of it. IFE was fine. In all, we are not impressed with this flight, and it wasn't THAI that we used to have very good impression. The team wasn't synchronised nor consistent. THAI needs to recognise these points and improve them to be competitive with other Star Alliance carriers in the region which we used to fly, and they seem spotless in their services."
✅ Trip Verified ,A350-900,Couple Leisure,Economy Class,Bangkok to Tokyo Haneda,April 2024,5.0,5.0,4.0,4.0,,5.0,5,yes,9,"   We flew Thai Airways again, this time from Bangkok to Tokyo (Haneda). The check-in and boarding was smooth. The flight was on time and arrived Haneda a little earlier. The seat was comfy and had very good legroom. The cabin crew were nice and friendly and provided excellent service. The food was good though not so delicious. Overall, it was very good flight."
✅ Trip Verified ,Boeing 787,Family Leisure,Business Class,Kansai to Bangkok,May 2024,2.0,5.0,1.0,1.0,,2.0,2,no,3, Thai Airways is no longer what it used to be. The poor crew try their best to offer a gracious service but there are many things lacking which makes this airline lag behind and lose its previous glory. The aircraft was dated and the IFE was an utter shame. Most of the controls were not working and games were not working either. No Wifi on the flight. There was 1 meal only for a 6-hour flight and all the items had pork in them making it so difficult for someone who is not a pork eater.
✅ Trip Verified ,,Business,Economy Class,Denpasar to Bangkok,May 2024,5.0,1.0,2.0,5.0,5.0,5.0,1,no,1,"  I asked for something to drink like tea, coffee, coke during and after meal three times but not delivered. Asked for water twice and served. Pathetic experience."
✅ Trip Verified ,A350,Couple Leisure,Business Class,Bangkok to Melbourne,May 2024,5.0,5.0,5.0,4.0,,5.0,5,yes,9,"  This experience could hardly be faulted. The transit lounge in Bangkok was very comfortable with a good selection of food and drink. (We initially went to a mini-lounge called a ""tea room"". The toilets there weren't functioning so we decamped to a main lounge just a minute's walk away.) Boarding was orderly and the cabin crew's warm welcome set the tone for the rest of the flight. Our seats by the window were very comfortable, with adequate storage, and food and drink were brought frequently. The Thai dishes were particularly tasty. The plane arrived 10 minutes early and our bags emerged on the carousel just as we got there to pick them up. A perfect end to a long series of flights."
✅ Trip Verified ,A350 / Boeing 777-200,Solo Leisure,Business Class,Sydney to Mumbai via Bangkok,April 2024,1.0,4.0,4.0,4.0,1.0,3.0,2,no,5,  I flew Sydney to Bangkok and everything went off smoothly. But the recliner from Bangkok to Mumbai was again broken. This is a repeat of last time and is so not acceptable. They gave me a 5500 baht as compensation. Not flying with these guys again.
✅ Trip Verified ,Boeing 777,Couple Leisure,Economy Class,Bangkok to Heathrow,April 2024,2.0,1.0,2.0,1.0,1.0,3.0,1,no,1,"  30 mins into flight the screens went blank along the row of three seats. I brought this to the attention of a flight attendant in the galley area – who was irritated but did offer to have a look as soon as possible. Waited 30 mins – nobody came to look at the screens. I asked another flight attendant who looked at the screens and said “I’ll get them reset”. Waited another hour - nothing happened. Asked yet another flight attendant who said “they will be reset”. I asked how long this might take – a shrug was the response. Over the next hour we asked attendants twice more about the progress with no further information being forthcoming – we had lost faith in the ‘it’s being reset’ comment. Now 2 hours 30 mins into the flight a ‘minor manager’ arrived to offer us “compensation” – a choice of ‘2500 Thai air miles’ or $100 off our next Thai Air flight. We explained that this was not compensation because as we were unlikely to fly to Thailand again the offer had no value to us. We asked to speak to the ‘manager’. After another 30 minutes and now about 3 hours into the flight the ‘flight manager’ arrived and explained that no other offer of compensation was available, but, she would take my email address and we would be contacted after the flight via email with an offer of compensation. The flight manager apologised for the failure of the systems and said that she understood how disappointed and inconvenienced we were by the equipment failure – this was the first apology received. As of now, 21 April, five days after the flight no contact has been made to my email address. I would like to point out that all power to the systems in our row of three seats was off. Obviously, we had no access to any of the ‘provided’ films or other entertainment/information. As we had no power to the row of seats it was not possible to ‘call’ an attendant; so our contact was achieved by repeatedly moving through the cabin to find an attendant. We had no lights to read from. This was a problem as the passenger in the window seat was trying to sleep so had shut the window. This passenger was woken up and provided with an eye mask and then opened the window so that it was just possible to read, but with difficulty. There was no power to charge phones – so whilst I was able to watch my phone for a while, this became impossible later in the flight. There was no air ventilation from above and at times the space was very stuffy and uncomfortable because of this. We would also like to point out the poor communication with flight attendants. Until the ‘flight manager’ spoke to us three hours into the flight none of the attendants had apologised or shown any sympathy. I felt like I was an inconvenience to the attendant and found their manner short and off-hand. We did appreciate the apology of the ‘flight manager’ and the offer to reach out and contact us after the flight – it is a shame that this did not actually happen. We remain very disappointed in the lack of facilities available to us on the flight and the manner in which our concerns were dealt with by staff. It was without doubt the worst long haul flight we have experienced in many years of travelling."
✅ Trip Verified ,,Business,Economy Class,Frankfurt to Bangkok via New York,October 2023,1.0,1.0,,,,1.0,1,no,1," Thai cancelled the flight and put the passengers through hell, not having a clear plan set up for hosting us at hotels, etc (I had to take my own cab to a hotel that eventually we heard about, an hour or so after waiting at luggage). Then I was put on another flight via Singapore. The flight was about Oct 10, 2023, and per EU regulations, Thai Air owed us compensation. They would bounce me around during calls & emails and finally said an office in the USA had to provide the compensation. It is now 19 April 2024, and I have yet to hear or receive anything from them. I will never book with Thai again and suggest you strongly consider other options yourself. Their flights may be cheaper than others, but you get what you pay for. In fact, you don't even get what you pay for at a lower price."
✅ Trip Verified ,,Couple Leisure,Economy Class,Bangkok to Turkey,March 2024,1.0,1.0,1.0,1.0,,2.0,1,no,1," This was a codeshare flight with Turkish Airlines. We tried to book seats before departing Bangkok, and could not. My husband and I ended up in the middle seat of 3 seat plane - behind each other. We ordered vegetarian food, and got inedible vegan food. Obviously Thai Airways does not know the difference between vegetarian and vegan. Cabin crew practically non existent after serving food, staying at the back. Entertainment poor selection. No blanket on my seat - had to ask my husband as he was not using his for the overnight flight. No amenity kit provided. Would not recommend Thai Airways."
✅ Trip Verified ,,Solo Leisure,Economy Class,London to Chiang Mai via Bangkok,November 2024,,,,,,,1,no,1,"  I had to reschedule a flight. It was impossible to do this online. Getting hold of anyone in customer services is an absolute nightmare. The phones are hopeless. If you search around online you may be lucky to get an email address that someone will answer. It wasn’t  as if this was a cheap ticket. If you need any kind of money back, including for a flight cancellation, then after they have helped themselves to a sizeable slice of your pie, you may wait months without any updates or contact. "
✅ Trip Verified ,,Family Leisure,Economy Class,Bangalore to Bangkok ,March 2024,3.0,4.0,3.0,3.0,3.0,1.0,2,no,1,"  It took the airport 1 hour plus to attend to me after i had forgotten my cabin bag at security screening. Consequently I missed the flight and they would neither provide a refund or reroute me to the next flight. I reported the forgotten baggage to immigration desk at 7:50 PM and was attended to by the airport staff at 9 PM for a flight at 9:35 PM. I had 35 minutes to redo the security check, claim the forgotten luggage and take the airport train to the gate - an impossible feat to achieve!"
✅ Trip Verified ,B777,Couple Leisure,Economy Class,Bangkok to Frankfurt,February 2024,5.0,5.0,5.0,4.0,,5.0,5,yes,10," We flew Thai Airways again. This time from Bangkok to Frankfurt round trip. The first leg was day flight which we enjoyed very good service. The check-in was smooth and the aircrew onboard were friendly and helpful. We enjoyed a nice meal and drink served with efficient and fast service. During flight we also had snacks i.e. sandwich, fruit and soft drink. The flight was smooth and we arrived a little early than schedule. The second leg back to Bangkok was night flight. The check in which serviced by Lufthansa staff had some problem with my seat which was changed unnoticed but this was solved before our boarding. The service by aircrew on board was excellent eventhough the flight was fully booked. The food was very good and tasty both dinner and breakfast. Of course the crew privide some snacks during the flight which we were very much appreciated. We arrived on time. Excellent flight and service."
✅ Trip Verified ,,Couple Leisure,Economy Class,Bangkok to Istanbul,March 2024,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1," Passengers embarking on what should have been a routine journey with Thai Airways  found themselves stranded in a vortex of incompetence. With a delay stretching five hours, the airline failed to provide customer service beyond the instruction to wait in limbo.  Neither sustenance nor refreshments were offered. Highly do not recommend."
Not Verified ,,Solo Leisure,Economy Class,Bangkok to Melbourne,February 2024,3.0,1.0,3.0,3.0,,4.0,3,yes,7, Poor cabin service and ignorant staff. Multiple attempts to get an attendant and they just keep turning the call light off until you give in. Food ordinary with no coffee served after the meal and no rubbish collected. Check in easy and quick. Baggage delay on arrival- more than 1.5h.
✅ Trip Verified ,Boeing 777-200,Solo Leisure,Economy Class,Denpasar to Bangkok,March 2024,4.0,5.0,5.0,3.0,,5.0,5,yes,9,"  Older aircraft a little worn but still comfortable. Food and service is sensational, Thai Airways never get this wrong. Inseat tv was slow to respond and ear phones are uncomfortable to wear. Got moved to a empty seat towards the front of the plane was very appreciated"
Not Verified ,,Solo Leisure,Economy Class,Bangkok to Hanoi,December 2023,3.0,3.0,3.0,1.0,1.0,3.0,3,no,2, I book a ticket Bangkok to Hanoi for my wife December 26 on Thai Airways website. The system charged me twice. I called immediately Thai Airways and the agent told me yes I see you will be refund in two weeks through your credit card. Two months after despite new calls to the airlines and many mails I do not receive any refund. I am a ROP member of Thai Airways and do not understand the behavior of the airline. Unbelievably dishonest. Cannot trust them any more.
✅ Trip Verified ,Boeing 777,Solo Leisure,First Class,Bangkok to Tokyo Narita,January 2024,5.0,5.0,5.0,4.0,5.0,5.0,4,yes,10,"  Thai First Class provides excellent service. The flight attendants were just that, very attentive. Food was of superior quality. The seat is large and comfortable. There are only two rows of 4 seats each in this cabin. As this was a morning flight I didn't sleep. At the airport, one is attended by an airline employee from check-in, through immigration and on to the first class lounge."
✅ Trip Verified ,Boeing 787-8,Family Leisure,Economy Class,Delhi to Bangkok,January 2024,2.0,4.0,2.0,3.0,1.0,3.0,4,yes,7,"  Check in was slow due to some disorganised passengers ahead of us and one person who kept pushing in the line. The Indian check in agent did her job, but there was no warmth or friendliness from her. Then one of our bags was put behind the check in desk while the others went down the belt. I had to insist firmly that the bag be put on the belt and I then watched it move on as far as I could.  Unfortunately boarding is run by Air India staff and I am so glad that I cancelled our original flight with them. Boarding was a shambles and once we got down to another jetbridge, Air India staff were waiting insisting on searching people's hand baggage. I was asked stupid questions like if i had any scissors, lighters etc - my reply was no, but these would have been picked up by security screening if they were in our bags. Finally we got to the aircraft and had the Thai crew in sight, what a relief to see some friendly faces. Once in our seats I made myself as comfortable as possible as I was not feeling well. Unfortunately the aircraft was stuck on the taxiway for about 20 minutes waiting to take off most likely due to the incompetence of Indian Air Traffic Controllers, but the crew did their best to keep us informed. I tried to sleep and did not eat any food offered to me, but my family said that it was inedible and they weren't sure what it was - certainly not food that would have come from Thailand. The seat was very uncomfortable - hard seat bottom and it did not recline, I had a sore back when we arrived in Bangkok 3 hours later. I was disappointed that the crew closed off the window shades so you couldn't look out the windows. There was a limited variety of inflight entertainment available, but adequate for a 3 hour flight - not enough for a long haul flight. On arrival, we got off the aircraft pretty quickly and as usual ... all of our bags were waiting for us by the time we arrived at the baggage belt. Back to the start - as I mentioned earlier, I insisted on staff putting my bag on the belt, not leaving it behind the counter. I assume that If I had just walked off, then that bag probably would not have made it past the counter - and a little surprise for anyone who would have opened it - my son had vomited over his clothes on the way to the airport and we put them in that bag before we went to the check in counter. Basically - make sure that all tags and bar code labels are removed from your bags before checking them in and make sure that you actually see your bags on the belt and moving down the belt before you leave the check in counter. This will reduce the risk of you losing your bags. We have gotten 3/4 of our way around the world so far and have not yet had any luggage go missing."
✅ Trip Verified ,A350,Couple Leisure,Business Class,Stockholm Arlanda to Phnom Penh via Bangkok,January 2024,5.0,5.0,4.0,4.0,4.0,4.0,4,yes,9,"  Business class seat/comfort is on par with BA/Lufthansa etc. Not as good as Qatar/Emirates etc, but better than most. Service was excellent. Food was delicious, well presented. Good wines etc. Entertainment had a good choice. Flights roughly on time despite huge snowstorm in Stockholm. Good transfer service in BKK so kept connection. Very modern A350 plane. Overall, I would recommend them and would happily fly Thai again."
✅ Trip Verified ,,Solo Leisure,Economy Class,Bangkok to London,December 2023,2.0,1.0,2.0,2.0,1.0,2.0,2,no,5,"  Flew with them 4 times over Xmas/New Year. 3 of the flights were delayed by 1+hrs. Due to the above I missed a connecting flight once, staff on the plane just laughed it off. Wouldn't be picking them again unless I had to."
Not Verified ,A350,Solo Leisure,Economy Class,Bangkok to Munich,December 2023,4.0,5.0,4.0,4.0,4.0,5.0,5,yes,9,"   I am happy to say that after all the financial trouble Thai Airways went through they are back on track, nearly reaching their brilliant old level. Very good hard product, perfect in time, efficient check-in, lovely, friendly, caring crew, even their entertainment system has changed from below to good average and food was really satisfying. Even my flight from MUC to BKK one month before and my flights to and from CNX were convincing and the prices were not cheap, but very fair. I definitely recommend them again. Well done!"
✅ Trip Verified ,Boeing 777-300,Solo Leisure,Economy Class,Taipei to Bangkok,December 2023,4.0,4.0,4.0,,,4.0,4,yes,8,  The cabin is clean. Flight attendants are friendly and helpful. Seats are comfortable and can be reclined easily. The food is delicious and fresh. Flights departed on time.
✅ Trip Verified ,A320-200,Solo Leisure,Business Class,Chiang Mai to Bangkok,December 2023,3.0,4.0,1.0,,,5.0,3,no,6,"  This flight used to be operated by Thai Smile Airways, which is currently being shut down. Thai Airways International (THAI) operated today's flight. The biggest change in the operation concerns the business-class food. Thai Smile used to give us a choice of 2 tasty Thai meals (often one with rice and one with noodles). On today's flight, THAI offered no choice. The meal was mediocre Western food: macaroni & chicken in a bland tomato sauce. The dessert was a nondescript cake with a few flakes of coconut on top, versus Thai Smile's usual offering of something that included a lot of fruit. Please bring back Thai food! Both Thais and foreigners like it! "
✅ Trip Verified ,Boeing 777-300,Couple Leisure,Economy Class,Bangkok to London,October 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1," Flew Thai with my wife. Outward trip has a broken table and return trip ripped my jeans on sharp bit of metal not screwed in properly. Cabin crew wrote a report and took photos, was told to submit a claim to Thai Airways. Despite weeks of producing all documents and photos over emails has a reply saying nothing wrong with seat. Total rubbish and cabin crew report should have reflected this. Basically they are lying, they are now an airline without any credibility. Service is random and all round gone downhill. Have used them and EVA many times along with BA on this leg and sadly as BA have pulled out Thai service is now at rock bottom, no better than a budget airline trading on past glory!"
✅ Trip Verified ,,Solo Leisure,Business Class,Bangkok to Phnom Penh ,November 2023,1.0,2.0,1.0,1.0,1.0,3.0,1,no,1," This is a route which in Economy usually runs about $120 or so. I paid $485 for Business thinking it might be worth a more comfortable ride, even if it’s only an hour. Mistake. The economy and Business seats are exactly the same. Exactly. No privacy. No seat comfort. Nothing. It’s a total rip off. You are crammed together with people with smelly naked feet and your legs rammed against the seat in front listening to people broadcasting soap operas from their phone. What a joke. I’d ask for a refund but Thai Air probably couldn’t even manage that. My advice: just fly economy and save yourself $300. Obviously, I should have known."
✅ Trip Verified ,A330,Family Leisure,Economy Class,Singapore to Bangkok,October 2023,4.0,4.0,3.0,4.0,,4.0,4,yes,7,"  Over the years the Airline & its quality has undergone many changes, but service has been always good. Recently my family & me flew to Bangkok & back by TG-404 & returned by TG-409 flights (after nearly 7 years). The flight TG404 was full from Singapore & arrived 20 minutes late from Thailand & left 20 minutes late but arrived 10 minutes late only at Suvarnabhumi Airport. Service was a bit slow at start but Cabin crew was able to serve all passengers & clear the cabin in the short time of the flight. Unlike in the past, there was no drinks offered first but instead the Meal was served followed by drinks! Seems most airlines are doing this these days. We are Vegetarians & had ordered AVML meals on both flights. The meals were loaded in Bangkok itself & was in general satisfactory. However both meals to & from Bangkok were identical, AVML meals are normally served with Plain Yoghurt, but this was lacking. The toilets were clean & adequate. The aircraft seemed a shade Old but was clean & well maintained. Overall journey by Thai Airways was satisfactory."
Not Verified ,A350,Solo Leisure,Economy Class,Hong Kong to Bangkok,November 2023,4.0,5.0,5.0,5.0,,4.0,3,yes,6,"  Delayed both ways by almost an hour. Flight itself good, nice crew, good food and drink offerings. I tried to change the return to an earlier flight but I found the thai website really hard to use. Loads of seats unavailable on way out only to find a half empty flight. Needed to return earlier but impossible to do on the website which seems very old fashioned and unresponsive."
✅ Trip Verified ,Boeing 787,Couple Leisure,Business Class,Bangkok to Sapporo,October 2023,5.0,4.0,4.0,4.0,,5.0,4,yes,8,"  Bangkok to New Chitose Airport, Sapporo, by business class on Boeing 787. The flight was smooth from check-in to boarding. The seat was quite comfortable and we managed to have some sleep on the way. The breakfast is OK though not large portion. The service was very good and the cabin crew was quite nice friendly and attentive. On the way back to Bangkok we flew on Economy class. The check-in and boarding was smooth. The seat was very good and the entertainment onboard was OK. However, some of the crew were not attentive on our request (we asked for seat change and a cup of hot coffee but we did not received any response) while the young male crew was nice and responsive to our request for coffee and he did making hot coffee for us right away."
