status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
Not Verified ,,Couple Leisure,Economy Class,Melbourne to Colombo via Singapore,August 2023,,,,,,,5,yes,10,"   I recently had to cancel my booking with Singapore Airlines due to an urgent medical situation in my family. The customer service team was incredibly understanding and compassionate throughout the process. They quickly processed a full refund, which significantly eased our stress during this difficult time. I am extremely grateful for their professionalism and support. Thank you, Singapore Airlines, for your exceptional service and empathy."
✅ Trip Verified ,,Solo Leisure,Economy Class,Sydney to Dubai via Singapore,November 2024,,,,,,,1,no,1,"  As part of my student privileges I get 1 free change which they caused unnecessary delays of over 2 weeks to help me with. They have been asking personal information and the exact same documents repeatedly with me talking to different representatives over the same thing again and again. They will act like they want to help but will actually provide no transparency and will only waste your time. In fact, their technical team prevented me from logging in to my account and magically on making a complaint and sending them screenshots of reduced fares, they responded and took 2 weeks more to let me login to my account. Their actions need to be reported. "
✅ Trip Verified ,A350-900,Family Leisure,Premium Economy,Houston to Jakarta via Manchester / Singapore,July 2024,2.0,2.0,2.0,2.0,2.0,2.0,2,no,5,"  Singapore Airlines quality has declined significantly over the years. I used to fly regularly but stopped taking it for a while until yesterday on a long haul flight from Houston. Food and beverage - Just above average. Beef bourguignon was overcooked and not tender. Chicken Tikka lacks flavor. Poor wine selection. Only one that was really good was the singaporean crab cake. Premium economy lacks leg room vs others. Pillow case is old and faded in color. Some parts of seat sides not cleaned properly. Entertainment Behind vs others. Live TV doesn’t work. Lacks in brightness and sharpness.  Lack of TV series options. Worst, it was down the whole 24 hrs flight during my wife and kids travel on June 18th. They gave compensation vouchers but only for inflight shopping which lacks necessary / useful items. Wifi onboard while it’s free it lacks the speed. Amenities did not get any. Not even eye mask, tooth brush. Cabin crew no longer the proud “singapore hospitality” it once was. Some friendly and attentive, some others just wanting to get the flight over and go home. One even mistook connecting headphone to headphone jack as phone charging so she forced me to take it off during landing and when she realize she was wrong did not say sorry. During my flight from Houston on July 5th I suddenly received notice that baggage is transferred to another flight. While it’s good they notified early and they delivered to my holiday accommodation, had to wait for 8 hours without clothing and basic necessities and ended up doing last minute shopping. They acted as if it’s a normal situation. No compensation. Punctuality I have to say they still excel in this area (hence the two star). It seems likely that SQ has exercised significant budget cuts post covid to increase profitability. However, price is still high vs others so it’s time to take a reflection."
Not Verified ,SQ305,Solo Leisure,Business Class,London to Singapore,July 2024,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10," A fantastic flight! Crew made me feel very comfortable from the first moment I entered the plane. The food was excellent, very tasty and refined and the wine selection was amazing. Thank you so much for making such a long flight a great experience! "
✅ Trip Verified ,Boeing 777-300ER,Couple Leisure,Business Class,Frankfurt to Jakarta via Singapore,June 2024,5.0,5.0,4.0,3.0,4.0,5.0,4,yes,9," My wife and I flew Singapore Airlines from Frankfurt to Jakarta with stop over in Singapore on SQ25, and SQ964. I just want to commend all the cabin crews on both flights, they are such a dedicated crews and very professional. I ranked them as the best customer service in any airlines that I have flown before. The plane is a bit worn but they have maintained their interior, seats are comfortable, and is spotless. The inflight entertainments needs an upgrade, and meals were a bit degraded from the previous experienced with them, but I truly enjoyed flying with Singapore airlines for their friendly and top of the notch customer service."
✅ Trip Verified ,A350,Solo Leisure,Economy Class,Singapore to Cebu,June 2024,4.0,3.0,3.0,4.0,,4.0,4,yes,6,"  Could not be more opposite to my previous flight. New A350 but very, very untidy. Cabin crew had no consideration for passengers, only came around once. I know it's a short flight, but I also know that SIA can do much better than this. Despite this, I will continue to use SIA. "
✅ Trip Verified ,Boeing 787,Family Leisure,Economy Class,Perth to Cebu via Singapore,June 2024,4.0,5.0,5.0,4.0,,4.0,4,yes,9,"   Had a very pleasant flight on a 787. Very attentive and polite staff despite the fact it was a ""red eye"" flight out of Perth. Awesome staff, well done. Flight was 20 minutes early. When I tried to register my Kris flyer points on board the aircraft it kept telling me that my membership number was invalid. I will follow this up with SIA in the near future."
✅ Trip Verified ,Boeing 787-10 / 777-300ER,Solo Leisure,Economy Class,Manila to Melbourne via Singapore,June 2024,4.0,4.0,4.0,4.0,,4.0,4,yes,8,"  The experience was quite remarkable, 787-10 from MNL, service was fantastic though the only let down was the Airconditioned was not working properly so it was warm the whole 3hr to SIN but other than that good IFE, food and warm crew Service. 77W to MEL, another outstanding service faultless all over from food, IFE, crew and the lavatory was spotless, would definitely look to fly with SQ again and highly recommend."
Not Verified ,,Business,Business Class,Sydney to London via Singapore,June 2024,,,,,,2.0,1,no,1,"   I had a business flight booked and due to the sad passing of my mother I asked if I could pull the outbound leg forward to tie in with her funeral. Singapore Airlines were very kind and said they would move the flight at no charge to me on compassionate grounds. I was very pleased as had enough going on. When I checked the booking they had not moved to the correct airport. I was then told the move would cost around $2k. I asked where the compassion had gone and a week or so later I took a call from a rep to say they would be refunding the difference. I was happy as felt they had dealt with properly. Later that evening I received an email telling me they were looking into the case, but I said there was no need as I had taken a call to say all ok. Wind forward a few weeks and I have taken numerous calls and emails telling me they are looking into the refund. A few days ago I was told I wouldn’t be refund. I just took that call, and the rep said they wouldn’t refund the money and I could cancel my flight for a refund. As you can imagine, I was more than upset that SA were advising me to cancel my flight for my mother’s funeral for a refund. This is an airline who just announced record profits and prior to this and been a pleasure to fly with. But clearly profits come before passengers now. "
✅ Trip Verified ,,Business,Economy Class,Darwin to Paris via Singapore,May 2024,4.0,3.0,4.0,5.0,4.0,1.0,2,no,6,"  I wanted to change my return date. could not do it through the website. I gave up after 4 tries. then called an automated number that did not provide the options for service just told numbers. I guessed choice 5 on my 5th. call then had online a customer service officer who told me that it will cost me $1300 more to change my return flight despite the website telling me a cost of $265, mostly change date fee. Escalated to issue, been told to call back 72 hours later. Could not change my plans that late so I gave up. "
✅ Trip Verified ,Boeing 777-300ER,Solo Leisure,Premium Economy,Frankfurt to new York,June 2024,5.0,5.0,5.0,5.0,,1.0,5,yes,10,"  SQ26 in Premium Economy. SQ Counter at FRA now has 3 Kiosks. Rather useless for their wide body flights. Multiple times motioned, then verbally called for ground staff assistance for help at the Kiosk, but they looked at me like I was an Oil Painting. After a rude staff looked at me, never asking me if I was ok, another agent came out, and took me to a bagdrop counter. Counter agent was polite, friendly, and gave directions to security. Incoming aircraft late, with no preboarding calls. Once aboard crew extremely friendly, warm, and great hospitality. Cabin 75% full. Took off with multiple drink runs, and lunch orders taken. I had the Duck, was excellent. Salad and Strudel also perfect. Crew came back with multiple Champagne, and Beer refills, then to collect my tray, asking how it was. Seat comfortable, IFE was ok. Crew took Refreshment order and came back. Landed in JFK early, despite late take off. SQ’s FRA Ground Staff have been a disaster since 2021, other than that excellent trip. Can’t wait for my next SQ Adventure."
✅ Trip Verified ,Boeing 777-300ER,Solo Leisure,Premium Economy,Frankfurt to New York JFK,June 2024,5.0,5.0,5.0,5.0,,1.0,5,yes,10," SQ26 FRA-JFK in Premium Economy. Check in at FRA disaster. They have 3, yes 3 Kiosk Machines. Totally useless for the Widebody flights, SQ flies out of there. Multiple times, Motioned, then verbally called for Groundstaff to assist me at the Kiosk, but they just looked at me, like I was a Oil Painting. After the appallingly rude staff looked at me, never asking me if I was ok, another agent came out, and took me to the front of the line to drop of my bag. Counter agent was polite, quickly completing, and directing me to Security. Incoming aircraft late, with no pre boarding calls. Once aboard crew extremely friendly, warm, and great hospitality. Cabin 75% full. Took off, with multiple drink runs, and lunch orders taken. I had the Duck, was excellent. Salad, and Strudel were excellent. Crew came back with multiple Champagne, and Beer Refills, and to collect my tray. Finally when I was done they took it, and asked how was it. Was impressed, that I mentioned to the crew, in their work center, how efficient, and excellent they were. Seat comfortable, IFE ok. Crew took refreshment order, and came back. Landed in JFK early, despite late take off. SQ’s FRA Ground Staff been a disaster since 2021, other than that excellent trip. Can’t wait for my next SQ trip."
Not Verified ,A350 900,Couple Leisure,Economy Class,Melbourne to Singapore,June 2024,2.0,2.0,1.0,1.0,2.0,2.0,1,no,1," Flew Singapore Airlines to avoid cheaper budget airlines thinking it would be a better experience by paying more for the flight. Sadly disappointed, food choice was not available then the offering provided was cold. No drinks offered, seats were stacked so close together to squeeze as many as possible into the available space. Inflight entertainment is really bad. Appears Singapore is trying to extract as much money as possible from its passengers while offering nothing better than budget airlines. Will not fly them again and urge others to look at options."
✅ Trip Verified ,Boeing 777-300ER,Solo Leisure,Premium Economy,New Yotk to Frankfurt,June 2024,5.0,5.0,5.0,5.0,,5.0,5,yes,10,"  SQ25, in Premium Economy. Bought tickets in March. JFK Terminal 4 Counters in renovation, so was difficult to find the counter. Once arrived SQ Ground staff checked in me. Had LH Connections, and asked the associate to inquire help, ensuring my Rimowa could be picked up there. Her colleague did that, and printed my two Lufthansa connection boarding passes. We boarded on time. Empty business class. Menus are back, hot towels are back, and amenity kits. You had to ask for a kit. It is nice, but I’m rather buffaloed you do not check the other slippers, like they have in Business Class. Crew was extremely attentive, and friendly. Champagne served in the plastic glasses. IFE seemed ok, for a short hop. This crew didn’t go around forcing everyone to put there shades down, like previous SQ25 flights had. For dinnner I had the Cantonese Pork, was really good. Multiple Champagne rounds, and a round of Shiraz to go with the Cheese. Only slept 90-120 minutes. Crew did 0 drink runs, and seem to have disappeared. 90 minutes out of FRA, Came out with New Beginnings Refreshment Sandwiches, and drink run. Arriving into FRA on time. Definitely will continue flying with SQ."
✅ Trip Verified ,A350-900,Solo Leisure,Economy Class,Singapore to Rome,April 2024,1.0,2.0,3.0,,,3.0,1,no,1," My recent return flights Singapore to Rome on Singapore Airlines were the worst airline experience I've had in my 50 years of international travel and I paid a premium for it. I booked my flights thinking I would treat myself to a quality experience and also paid over SGD50 to reserve my preferred seats. A longwinded online check in which didn't allow me to select carry on only. I needed the airport check in counter to sort that out. Then I noticed I'm not in my reserved seat, instead I have been seated in one of the worst seats in the plane, opposite the toilets. The flight was late, service was chaotic and I was constantly disturbed by the toilet use. I contacted customer service after the flight. ‘Operational/technical reasons’ were the excuse for my seat change (no change of plane type); no they wouldn't refund the seat reservation fee (they are reviewing but no word for 5 weeks). Also the reserved seat on my return flight was also unavailable (to me) and no, no refund, they would try to find a similar seat. I was passed around a series of CSRs, all of whom were brusque, intransigent and unhelpful. For my return flight, online check in would not let me register my Kris Flyer account because someone at SA had altered my name details. This took over an hour to sort out. In the end I missed the flight because I mistook 12pm for midnight. I contacted SA and was offered a seat on the next flight for SGD1400 'as a courtesy'. Even upset I said no to that. I booked with Gulf Air for SGD700, but I noticed in my searches the flight the CSR had offered, available online for SGD1000. The worst customer service and flight experience I have ever had from an airline that markets itself as offering a premium experience. By all means use SA if it's the cheapest deal, you'll get the same experience as anywhere else. I wouldn't pay a premium to fly with them because you won't get anything for your money. The airline knows how to market itself and maybe at one time, its service was above standard, but no longer. Reviews reveal that quality has tumbled post Covid. Clearly the bean counters have taken over as the airline tries to recoup its losses. In my recent experience, SA has been the rudest, most unhelpful and grudging airline I have ever dealt with and I will be avoiding them in future."
✅ Trip Verified ,A350,Solo Leisure,Business Class,San Francisco to Singapore,May 2024,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  Singapore Airlines never fails to deliver on its excellent inflight service. On this 16 hour flight, I booked the cook for the two meals - baked lobster for the first meal and chicken briyani for the second. Both meals were really delicious . The movie selection was extensive. I watched the latest Mission Impossible movie on board after the first meal. I managed to sleep for a continuous period of 6 hours before waking up for the second meal. Free wifi was available throughout the flight and was of decent speed. Cabin crew were very helpful and helped to convert the seat to bed mode for sleeping. A special shout-out to LS Jim for his personal care and service."
Not Verified ,A359,Family Leisure,Business Class,Singapore to Manila,May 2024,5.0,5.0,5.0,5.0,3.0,5.0,4,yes,8,"   Flew from SIN to MNL on Business class and the experience I had with Singapore airlines was an overall pleasant one. Check in staff were extremely friendly and welcoming. The SilverKris Lounge at T3 was phenomenal with amazing wide selection of food, relaxing ambience and the one thing I love most is the private nap room. I took a shower which they had facilities in the lounge. The T2 SilverKris lounge looked dated and the food presentation could have been better. The overall ambience, furniture and interior of T2 SKL felt that it did not fit the branding of Singapore airlines and it just felt crowded and not luxurious or relaxing at all. Flying back to Singapore I took SQ business class while my parents were in economy. I was very disappointed because since two weeks prior to the flight I was not able to select seats for my parents who wanted to sit as far up in the forward zone so that I can assist them asap when needed. I even tried reaching out to Singapore airlines but to no avail and I felt like they had little to no empathy in understanding the situation. At one point while using the live chat on the SQ app, the representative was sarcastic which made me feel so disgusted. I also understand that Singapore airlines also does allow us to do online check in up to 48hrs prior to departure time but for some reason they were already allocated seats even before the check in time. The SQ app nor the website didn’t allow us to purchase seats for them and this was very disappointing. Nevertheless, the staff at Manila airport T3 were very friendly too and the SilverKris Lounge at Manila could also have a better range of food selection. Majority of the food there were just quick bites and I felt there should have been rice made available at least. The whole boarding process for my flight SQ919 seemed pretty messy with no staff managing the crowd properly as well in which I don’t entirely blame SQ but blame the airport management for it. Overall the onboard experiences were good and catering was not too bad as well. I just don’t wish for anyone to experience what my parents and I experience when it came to selecting / pre purchasing seats prior to the flight, it was truly not great experience but an inconvenience we will never forget."
✅ Trip Verified ,A350-900,Business,Economy Class,Singapore to Copenhagen ,May 2024,5.0,5.0,5.0,5.0,5.0,5.0,4,yes,10,"  My group of travellers experienced impeccable service on this flight. One of us fell became nauseous during the flight, and Eva, the leading stewardess, was of great. She managed to find us some vicks, which really helped stem the nausea. She also checked in frequently to ensure that all was well. Lawrence, the chief steward, was also very welcoming and friendly, and had an affable presence that made the otherwise long journey comforting. Cheryl and Maria, who served us, never forgot details. While service was interrupted during turbulence, one episode lasting longer than 30 min, they could resume where they left off, not forgetting details or requests. This was such a wonderful set of crew, and our group agreed that SQ long haul I'd indeed a cut above, and a great way to fly. Grateful for the experience. Pilots were skillful as well, and navigate the turbulence well."
✅ Trip Verified ,,Solo Leisure,Economy Class,Perth to Kochi via Singapore,May 2024,3.0,4.0,3.0,3.0,2.0,1.0,1,no,2,"  My baggage was delayed on both my onward and return flights. I requested compensation for my trip to Kochi, as I had to purchase clothes and toiletries. However, I was only offered AUD 50. I spent AUD 150 on these items. The response from the customer service team of Singapore Airline was very poor."
Not Verified ,Boeing 777,Couple Leisure,Business Class,Singapore to London,April 2024,1.0,1.0,1.0,3.0,1.0,5.0,2,no,4," This was an old 777 and even the seat mechanism was dated. The cabin crew had little enthusiasm for their work and were rarely visible. I asked one crew member 3 times for slippers but none came. Later I went to the galley looking for snacks but none were available. However sometime later some two plastic bags of snacks were found by the crew. The toilets in business class were not cleaned and became revolting. The second meal was served 5 hours before our scheduled arrival and 6 hours before our actual arrival. The food was not good. The Malaysian meals I ordered bore little resemblance to that available in Singapore or Malaysia. Finally, I wrote to Singapore Airlines complaining about our unpleasant flight back to London but received no response."
✅ Trip Verified ,A350,Business,Business Class,Singapore to Auckland,May 2024,3.0,1.0,1.0,2.0,1.0,1.0,1,no,1," Extremely disappointing. I had high hopes for a wonderful experience but was disappointed. I have flown business class with numerous airlines and would rank them below Emirates, Qatar, Korean Air, ANA, Asiana, EVA, Air New Zealand and even below United Polaris. This was a 10-hour flight with lie-flat seats. The seats were not simple to recline and yet the flight attendants were not helpful. On Emirates, Qatar and Air New Zealand, they practically hover over you to make your bed and even tuck you in. Here, they were nowhere to be found, leaving us to fend for ourselves. The food was mediocre, cafeteria quality. The main was lobster thermidor which I special ordered. Maybe it’s not right to expect lobster on a plane ride but it was on the menu and given their rave reviews, I wanted to try it. The lobster was served room temperature and was both too tough and not very tasty, although it was pretty to behold. The wines were very mediocre, like bottles you could pick up at a street corner convenience store. I actually tried small portions of all 3 of their reds and 1 of the whites and was displeased with all of them. Other airlines take pride in their wine selection but these were not palatable. Breakfast was waffles which were soggy in the middle and tough on the edges. Again, like the lobster, perhaps this is probably not a good thing to order on a plane since it’s just reheated from the previous day. Possibly an omelette would have been better. In another example of the disappointing service, twice I had to repeat a drink request—to refill my water bottle. On other airlines, once you put your empty bottle on the side, you don’t even have to ask. They immediately grab it and refill it or get a new one. Twice, I had to ask two times for a refill. My WiFi connection didn’t work despite numerous attempts over the course of the 10-hour flight. I didn’t mind much but those who want this amenity should be forewarned. My final first-world complaint—my suitcase was very late to arrive even though it had clearly identifiable priority tags. Another business class no-no. Listen, these may seem like petty complaints but there is so much competition between airlines, and some are genuinely stellar, time after time. When paying thousands of dollars for a ticket, I think it’s acceptable to expect decent service and products. This was my first experience with Singapore Air and I went out of my way to experience them because of the hoopla. Next time, I will rely on a different airline. I’ll NEVER fly Singapore Air again."
✅ Trip Verified ,Boeing 737-8 MAX,Couple Leisure,Business Class,Denpasar to Singapore,March 2024,4.0,4.0,4.0,5.0,5.0,3.0,4,yes,8, This was our first time on a Singapore Airlines Boeing 737 Max. Only 6 of the 10 business class seats were taken and we were seated in the only 2 ‘throne seats’ on this plane. These seats were very comfortable and perfect for a short haul flight. What made this flight exceptional for us were the extremely nice and ultra professional 2 flight attendants that really did their utmost to pamper us and give us an impeccable service. Food and drinks were super despite ‘Book the Cook’ wasn’t available on this flight to SIN. We had a connecting flight from SIN where ‘Book the Cook’ was available but where previously lobster always used to be one of the options to select it now no longer is available. This is really a pity as this was one of our favourites on SQ flights. Perhaps they introduced this as a cost saving but I do not understand why they should do a cost saving while the cost of the already expensive tickets increased almost 50%. Recent flights we took on SQ were also somewhat inconsistent and what makes or breaks a good flight for us is a good crew. Despite the super flight from Denpasar to Singapore we unfortunately had a few flights with SQ where some of the crew members weren’t that professional. We pay a lot of money for a good service so it’s obvious we get the impeccable service we paid for.
✅ Trip Verified ,A350-900,Couple Leisure,Economy Class,Melbourne to Mumbai via Singapore,November 2023,2.0,1.0,1.0,4.0,,1.0,1,no,1, We fly Singapore Airlines regularly to India since the year 2001 from Melbourne mainly due to their transit time in Singapore. Post-Covid this airline has cut its in-flight service in Economy class. There is no 2nd meal provided in Melbourne to Singapore sector under the pretext of passengers not wanting to eat since it's a midnight departure. They have replaced the 2nd meal which used to be breakfast before the touchdown in Singapore by a puff.  Water is served but the orange & apple juice cups are reduced as well as hot towel service. The check-in is chaotic in Melbourne. Why should we fly Singapore Airlines when Qatar & Emirates offer a superior service than SQ.
✅ Trip Verified ,,Solo Leisure,Economy Class,London to Melbourne via Singapore,April 2024,3.0,5.0,5.0,5.0,,4.0,4,yes,8," Really satisfied with the quality and service with Singapore Airlines. Flew from the UK to Australia, and there was no problems or issues on the way. Food and IFE was above par, and the cabin crew were helpful and friendly. Would fly with them again."
✅ Trip Verified ,A380,Solo Leisure,Economy Class,Singapore to Frankfurt,May 2024,5.0,5.0,5.0,4.0,,5.0,5,yes,10,"  First time ever i fly Singapore Airlines on long haul and I am really impressed. Boarding was very well organised in 8 groups, therefore not the usual queues in the aircraft. The economy seat was quite comfortable compared to other airlines and had several stowing pockets. Food was very good and tasty and when i ask for little snack in between they bring me chips, chocolate and a cereal bar. Sandwich was also available. The crew was regular providing juices, water and softdrinks and had a smile on their faces. As a frequent flyer i need to say that was the best economy experience ever and i felt like a valued customer."
Not Verified ,,Couple Leisure,Economy Class,Sydney to London via Singapore,May 2024,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"   Cabin crew are very helpful, kind and super friendly on this flight today May 10th 2024, SQ212 flying from Sydney to Singapore. It really make my day with their friendly gesture and their kind concerns towards each and every passenger on board. Aircraft bathroom is clean and I’m very happy with the free wifi connected on board (with the help from one of the helpful steward). Enjoy the nice meal provided as well as my favourite ice cream. Overall a very good experience with Singapore airline on today’s flight."
