status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,Boeing 777,Couple Leisure,Business Class,Toronto to Manila,May 2024,1.0,1.0,1.0,1.0,1.0,2.0,1.0,no,1," Sat in Business Class seat 5H and my wife in 5G. Seat setting buttons were not working the entire flight. Media centre did not work for the first 3 hours of the flight after which we were asked to connect our phones to the onboard media wifi and watch movies or listen to music on our phones. Imagine doing this for a 16 hour flight. The air-hostesses were inattentive and indifferent and did not have the charisma or class to offer a Premium class service. The inflight Chief Purser Mr Eric Mariano told us the non-functioning seat buttons problem was an ongoing issue with his airline and even though their staff had made numerous complaint reports of the seats not functioning, the airline had stubbornly not repaired them. I did receive an email from their Customer Service rep who wasn't even reading my emails but just responding with the same standard reply (4 times). I hope Captain Stanley K Ng reads this feedback about how badly his airline is doing and what we the people who pay to fly on it think."
Not Verified ,,Solo Leisure,Business Class,Vancouver to Bali via Manila,April 2024,5.0,5.0,5.0,3.0,1.0,5.0,5.0,yes,9,   So cool having both the window and aisle seat config in my business class pod from Vancouver to Manila. Attendants were very friendly and encouraging to try Filipino food for the first time. Had a great flight
✅ Trip Verified ,A330,Couple Leisure,Economy Class,Brisbane to Manilla,April 2024,2.0,3.0,1.0,,,1.0,1.0,no,1,"  We booked our flight four months out, the week before flying Philippine Airlines cancelled the flight and rescheduled to the next day so we had to change connecting flights, accommodation and boat transfers which we were not compensated just lots of sorry and refer to website. Got on the rescheduled plane, seven hour flight with NO access to entertainment due to age of the plane, meaning zero screens. Had we been notified we could have downloaded movies for the flight but non disclosure is a specialty with this airline. The staff just told everyone to close the shutters on a day flight so people would fall asleep. We are travelling with a group will never fly this airline again. They really have no respect for customers all about $."
✅ Trip Verified ,,Family Leisure,Economy Class,London to Manila,April 2024,,,,,,,1.0,no,1,"  We've received absolutely terrible service from Philippine Airlines and definitely will not book with them again. We booked flights from London - Manila with them for a large wedding party of 9 people. Having had the flights booked for 18 months, Philippine Airlines cancelled the flight just a few weeks before we were due to fly. It was such a huge problem for us, as this flight cancellation jeopardised our entire wedding. After contacting our booking agents, several alternative flights were suggested to Philippine Airlines, all of which were declined by the airline with no reason given. After several back and forths with this, I contacted Philippine Airlines directly. This led to a long-winded episode of explaining and re-explaining the problem to a host of uninterested customer service agents, eventually taking up over 5 hours of my time on phone calls. Each of the alternative flights were declined for a variety of unconvincing reasons, which I suspect masked the real reason that the airline would lose money actually providing the service that we paid them for. Eventually we were forced to refund the flights and rebook with another airline, losing out on literally thousands on pounds due to the increased costs between when we booked and when Philippine Airlines cancelled the flight at the last minute. I'm now going through the process of claiming compensation from Philippine Airlines, to which they have stopped answering e-mails. Phoning is also difficult, as it's always being referred to ""another department"" who, as customers, we cannot contact directly. Booking with this airline is a huge risk, so please consider other options before making your booking. Learn from our mistakes."
✅ Trip Verified ,A330-300,Family Leisure,Business Class,Manila to Sydney,March 2024,5.0,5.0,2.0,5.0,2.0,2.0,5.0,yes,10,"  Overall we had a great experience with PAL. The lounge in Manila seems pretty new and they have a good selection of food that tastes great as well. Besides that the ground staff at Manila is absolutely horrible and super rude. In contrast to the ground staff PAL has one of the best cabin crews out there. Extremely kind and professional all the time and they were all checking on us multiple times. I think I never had such a great cabin crew before. The seats were great and we were able to sleep throughout the whole flight. Furthermore the IFE is pretty solid and they have a great selection of movies. The only thing that didn’t work was the wifi even though the aircraft was equipped with it, but it didn’t really matter to us. Furthermore the food was not the best, maybe because we ordered a special meal, but at least in Business Class you would think it it’s at least decent. Otherwise the value for money was unbeatable, and we wanted to sleep during the flight anyways, so the food wasn’t a big issue. If PAL wants to improve something they really sound work to train their ground staff to be nice and maybe improve their vegan meals (It doesn’t need to be something special, but at least make it taste good.)"
Not Verified ,,Couple Leisure,Economy Class,Manila to Sydney,March 2024,1.0,4.0,2.0,1.0,1.0,1.0,3.0,no,2," My partner and I flew from Sydney, Australia to Manila and then on to Boracay. In the 4 total trips, we paid extra to reserve our seats, months in advance. On every flight our seats were changed and we had to pay to change our seats. On the Sydney to Manila and Manila to Sydney flights which are 6 hour + flights, we had no screens so could not watch anything. This is really disappointing in 2024 for a long haul flight. Leg room was poor. Food was average. No charging ports for devices. Staff were friendly. We will try and use another airline in the future."
✅ Trip Verified ,A321neo,Solo Leisure,Economy Class,Cebu to Perth via Manila,March 2024,2.0,5.0,4.0,4.0,,3.0,4.0,yes,8,"  Flight and cabin crew services were excellent. Despite this, I will not be using Philippine airlines again in future. Main reason being that they wanted $70 USD for an exit row seat (for my flights, with 4 legs, this would have totaled $280 USD, almost as much as the price of the ticket. I'm not sure what airlines seem to be doing with their seats at the moment, but the bases of most of the seats lately have been very hard and uncomfortable. My decision not to use Philippine Airlines again in future was also influenced by my experiences at Manila airport."
✅ Trip Verified ,Boeing 777,Couple Leisure,Business Class,Bangkok to Manila,March 2024,1.0,3.0,3.0,1.0,1.0,1.0,1.0,no,1,"  In our quest to challenge preconceptions about Philippine Airlines, our anticipation for a memorable flight was marred by a cascade of inconveniences. The abrupt cancellation of our original flight, flight delays, damaged amenities, and a dated hotel experience left us questioning the efficacy of our choice. Despite glimpses of effort in customer service, the overall experience failed to align with the standards we have come to expect from our previous business-class ventures with other airlines."
Not Verified ,,Family Leisure,Economy Class,Changi to Manila,February 2024,2.0,2.0,1.0,,,1.0,3.0,no,3," Very bad airline with long checking in queues. Next to impossible, patience required for slow checking in. Service is also not very good with poor food offering. Overall very bad experience."
✅ Trip Verified ,A330,Solo Leisure,Business Class,Riyadh to Manila,December 2023,4.0,5.0,4.0,4.0,,5.0,5.0,yes,10,"  It was the cheapest Business Class ticket during the peak season (Christmas Holiday). Service on-board was great with crew being hospitable and attentive to requests. Food was OK, cannot complain about for the price paid. I will continue flying PAL for as long as they keep the price reasonable."
Not Verified ,A330-300,Family Leisure,Economy Class,Honolulu to Manila,April 2023,5.0,5.0,5.0,4.0,2.0,4.0,4.0,yes,6,"   My flight with Philippine Airlines PR 101 was good, but with some downsides. The moving map was not working and the wifi was also not working, and the flight attendants did not fix those problems. However, the inflight entertainment system was fantastic, but there were no games. The food tasted so good and they were generous enough to give me a hot towel. Overall, it was an okay flight, there are things that have to be improved."
✅ Trip Verified ,,Family Leisure,Economy Class,Manila to Bangkok,May 2023,1.0,1.0,1.0,1.0,,1.0,1.0,no,1,"  We travelled with Philippine Airlines some time ago, The staff was helpful and very kind with the check in. Nothing to complain on that. But we are also traveling with our pet dog and online and on the website the price to travel with your pet was about 250 usd. Once we wanted to pay for the dog they tried to ask for 600 usd, we didn't agree to it and eventually we needed to pay a price of 370 usd to check in our pet. Even as the website said otherwise. We mailed and tried to call but no response."
Not Verified ,,Solo Leisure,Economy Class,Sydney to Manila,June 2023,,,,,,,1.0,no,1,"  First flight with them was in May, flight delayed one hour, no big deal for me but staff never bothered to notify, flight back delayed 3 times for four days, again no real problem for me. Flight attendants were good. Second time  in September i had to cancel flight and asked for my refund which i was told will take three months. By December i send them a reminder and they told me it was being processed, by 29th December i received email with ""receipt"" attachment that said refund was credited to my account, no refund in my account. Repeated emails with no replies, used chat function on Messenger 2nd February and after a few hours i again received email saying refund credited to me account, again no refund in actual account. My advice stay away and pay more to a different airline."
✅ Trip Verified ,A320,Family Leisure,Economy Class,Hanoi to Manila,December 2023,4.0,5.0,5.0,,,5.0,5.0,yes,10,  Ground staff at Hanoi airport were great. Bit early so was first in the queue. Check in was a breeze and flight was on time. Food onboard was okay for a three and half hour flight with a choice between pasta & beef. What made this an excellent choice over its competitors was the price. As usual staff service onboard was superb.
✅ Trip Verified ,A321,Solo Leisure,Business Class,Kuala Lumpur to Manila,January 2024,3.0,4.0,3.0,1.0,,1.0,4.0,no,1,"  Transit is primitive to say the least. Went down to get baggage checked in, tiny boarding gate with broken escalator, and Philippine airlines guy refuses to send someone to get my bag  back because my flight leaves later, even though the inspection guys are free. Expects me to wait standing (no seats) for a couple of hours in a small crowded space. Canceled the rest of my flights with them. Who is going to put up that incomprehensible service."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Daraga to Manila,December 2023,4.0,5.0,4.0,,,5.0,5.0,yes,10, Flight time was adjusted a few times however it wasn’t a big deal for me since I had a long lay over in Manila. Wonderful staffs at the check in desk. It was a breeze since I already checked in on-line a day earlier and only need to get my physical boarding pass. Ticket was cheaper compare to its competitor.
✅ Trip Verified ,A330,Solo Leisure,Business Class,Manila to Riyadh,January 2024,5.0,5.0,4.0,,,5.0,5.0,yes,9,"  We supposed to leave on-time, however once on the runway queued for take-off the pilot announced the plane had technical problem so we taxied back to the terminal. The repair took almost two hours and we were off. Midflight, champagne run-out or maybe they just didn't want to refill since our flight is coming from Manila which means they must have stocked up on supply. Now as for the technical problem, we can never compromise safety especially with harrowing aviation news nowadays. It is in the soft products more specifically on the meals and beverages that need a bit of improvement. Service was great."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Daraga to Manila,December 2023,4.0,5.0,4.0,,,5.0,5.0,yes,10, Flew during the Christmas Holiday rush but things went smoothly from check-in to arrival at Manila. Ground staffs at DRP Airport were all-smiles despite hectic schedule. Departure & Arrival were on-time.
Not Verified ,DH8,Business,Economy Class,Bicol to Manila,January 2024,5.0,5.0,5.0,,,5.0,5.0,yes,10,"  Travelling back for work after spending Holiday Season means huge crowd and sold out seats. This, however, did not dissuade staff from providing excellent service especially on the ground at DRP Airport. Was warmly greeted at check in. Had an international connection and my baggage was checked through to my final destination despite holding a separate ticket. This means no hassle of collecting and re-checking in at MNL airport. Flight left DRP on-time despite a bit unfavorable weather on that day. I can see Philippine Airlines striving to better their service."
✅ Trip Verified ,A320,Family Leisure,Economy Class,Daraga to Hanoi via Manila,December 2023,5.0,5.0,4.0,,,4.0,5.0,yes,9, Travelling to Hanoi from DRP via MNL despite the Christmas Holiday rush PR crew handled it well. MNL to HAN was delayed for about two hours but was informed ahead so no issue for me and it also means enough time to transit in MNL and enjoy the lounge. Price of the ticket was the deal-breaker.
✅ Trip Verified ,,Family Leisure,Economy Class,Manila to Los Angeles ,December 2023,2.0,2.0,1.0,2.0,1.0,2.0,1.0,no,1,"  I'm currently boarding your flight to Los Angeles with my infant (1yr old), daughter (5yo), and wife. After going through bag check security, and customs, which I disposed of all liquids, I then purchased a coffee and 2 water bottles for my long flight. Just before reaching the gate there is a second security check point. They did not allow me to pass with water despite having my child.  This is my 4th flight on PAL in the past 30 days. There's no in-flight options to purchase drinks. The serving size is tiny and made for a child. Then the next service for drinks is almost every 1-2hrs, or I have to find your missing staff. Then I get a angry look for asking for a beverage.  The attitude of the check point staff and mistreatment of a family with children ois unacceptable. I have been on 8 flights in the past 30 days and your company by far is my worst experience, actually ever. "
Not Verified ,Boeing 777,Couple Leisure,Economy Class,Perth to Vancouver via Manila,December 2023,1.0,5.0,5.0,1.0,1.0,1.0,1.0,no,2,"  Wow what a shocker of an airline. Chose to fly with these guys over Air Canada or Qatar - that's a decision we wont make again. Can't fault the cabin crew but the entire experience  especially with a long 24 hour transit time was awful. We had no in flight entertainment or wifi working for a 12 hour flight, the toilet was out of order, the plane left an hour late and took an hour to unload our baggage, and Manila Airport - a cesspit of disease, we had to sit on the floor waiting for our flight. Don't fly with them."
✅ Trip Verified ,,Solo Leisure,Economy Class,Siargao to Coron via Cebu,December 2023,3.0,4.0,,,,3.0,2.0,no,2,"   They booked me on a connection flight with luggage restrictions. I called them to book the flight because I had extra 20 kg luggage. They added this on the first flight but not on the second, on that flight restrictions existed. Another 30 minutes call with ""sorry, we cannot help"". At checkin in Cebu I had to book an upgrade to comfort class (2500 Pesos for 25 kg) plus 2 extra kg for 700 Pesos."
✅ Trip Verified ,,Solo Leisure,Economy Class,Haneda to Melbourne via Manila,June 2023,1.0,1.0,,,,1.0,1.0,no,1,"  I flew from Japan to Australia via Manila. One of my checked luggage cases was left at Manila and then destroyed by customs despite me contacting baggage handling and airline. When contacting Philippine Airline customer service, they offered an apology and informed me they have forwarded my complain to a different department, but no further support or follow through has been provided. An apology is not enough as this was completely avoidable."
✅ Trip Verified ,Boeing 747,Couple Leisure,Premium Economy,Los Angeles to Manila,November 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1," Philippines Airlines is the worst airline we have travelled on. A 15 hour flight with no entertainment or WIFI. They give you lip service that you are a valued customer and ""We care"" all these words are meaningless. The cheapest airlines to date with food barely edible and filthy seats. You are better off to find another airlines with honest customer service and good service. Although, PAL knew there was no Entertainment they sneakily kept it until boarding when the announce no entertainment. The boarding from LAX was a disaster with no raws or seat numbers just board the plane. Unorganized and chaos."
Not Verified ,,Solo Leisure,Economy Class,Brisbane to Manila,July 2023,,,,,,1.0,1.0,no,1,"  In reference to my review on the 16th of Sept 2023 - one way flight from Brisbane to Manila for my wife. Flight was cancelled and I had to organise a alternate flight as she had a connecting flight in 2 days from Manila. To this day no refund and we have contacted Trip.com and Philippine Airlines and have been told that someone from the airlines tried to make contact with my wife to place her on a new flight. No one called and we have messaged on numerous occasions requesting for what contact details were used, but no response. Such poor service from the ticket reseller and Philippine airlines. The only positive has been from the last response I received when I posted my previous review."
✅ Trip Verified ,,Family Leisure,Economy Class,Los Angeles to Denpasar via Manila,November 2023,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,1,"  Don’t fall for the couple of hundred bucks cheaper flights. First of all they changed my flight at least 5 times, then I was forced to shorten my vacation due to this fiasco. I called their customer service at least once 10 times and the only answer I heard was take it or leave it. I was forced to take the next day flight and had a 16 hours layover in Manila. One of the worst airports in the world. Then they send me an email with a bidding chance to upgrade to business. I applied for the departure and about 10 min later I changed it to the arrival from Manila to LAX. After about a week I received an email that my upgrade was approved for LAX to Manila.  I called again and again and opened customer service tickets but they refused to answer me. They said it’s another department. 3 days after my flight (which I was forced again to take business class for a hefty price) they are accusing me of being untruthful. This is the worst experience of my life. "
Not Verified ,,Family Leisure,Economy Class,Brisbane to Manila,November 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1,"  All my international and domestic flights with Philippines Airlines had delays or some sort of change on the departure time.  On our flight from Brisbane to Manila, only one flight attendant was polite with the customers. All the female flight attendants were rude and hitting the passengers arms with their food trolley. Not enough, we were not allowed to have the blinds open to have a view or read a book. For some reason it was mandatory to shut the window and the staff closed it for multiple passengers.  On our flight from Manila to Puerto Princesa another change on the departure time with ridiculous short notice. On our flight from Coron to Manila, another issue. Although we paid for extra luggage for my mother-in-law ($62), the lady who was doing our check in charged us AU$120 for over weight. Despite our attempts to explain that we had paid for extra luggage already and despite the fact that the attendant had very good comprehension of the English language, she dogly charged us once again for ""over weight"" luggage. On our flight from Manila back to Australia, 17/11 at 11:35pm, we received an email advising that our flight departure would be delayed for 18/11 at 4:30am. We would be waiting for our flight in the airport for almost 12h. We spoke with the attendants regarding providing us with an appropriate space to rest, like a lounge room, and to provide dinner for the passengers. Apart from laughing about the situation, the Philippines Airlines staff was not able to give us an answer for few hours. We ended up sleeping in the airport dirty floor and receiving a bottle of water and a bag of crackers as ""dinner"". Not enough, other passengers advised that they were back in the airport for the 3rd night in a role, as their flights were cancelled twice already. Furthermore, a flight to Perth was overbooked and the staff was begging passengers to volunteer to take another flight. The plane we flew from Manila to Brisbane (9h flight) was so old that the seats were not reclining and they didn't have a screen to watch a movie or a USB to charge our phones. "
✅ Trip Verified ,,Solo Leisure,Economy Class,Manila to Taiwan,November 2023,4.0,4.0,1.0,1.0,1.0,4.0,1.0,no,1," Horrible. They have no inflight entertainment. The one dinner option served was noodles with vegetables that tasted bad. No USB. Didn’t have any drink service as in no soda, no juice, no coffee, no beer. Just water or hot tea. Remember this is an international flight. Not worth the money. I have read all the bad reviews especially about the food so I never used them. But China Airlines somehow used them for one part of my trip. I’ll be complaining to China Airlines about this"
Not Verified ,,Solo Leisure,Economy Class,Barcelona to Manila via Hong Kong,October 2023,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no,1,  Worst airline ever. Cancelled our flight with less than 24 hours of notice. Making us lose 770 USD and leaving us stranded for 12 hours. When we asked for compensation (phone service didn’t work and we had to file a formal complaint by email) they offered the pathetic “compensation” of 150 USD in airline vouchers. Never flying with them again.
✅ Trip Verified ,,Couple Leisure,Economy Class,Busuanga to Bali via Manila,October 2023,4.0,5.0,1.0,1.0,,5.0,5.0,yes,10,"  After reading  reviews after booking already with the airline I was worried as to how the journey would be. However I should not have been. from booking, to check in to travel, our journey was seamless. We booked a multi trip via the website which was very easy to navigate and saved us money and gave us more baggage allowance than booking separate flights. We were kept informed of any changes by email which were only seat changes, I think maybe due to aircraft change. All our flights were on time, our check ins were all professional and polite and we even got free upgrades on all our outward journeys including at Cebu which enabled us to use the lounge which was very much appreciated. I have flown on many airlines over the years and would not hesitate to recommend this airline. The only thing that I feel could have been improved on was the food which was not good. Thank you PAL, you did us proud."
Not Verified ,A321,Couple Leisure,Economy Class,Australia to Japan via Manila,September 2023,1.0,3.0,3.0,5.0,,1.0,3.0,no,3," My wife and I recently had the unfortunate experience of travelling return with PAL from Australia to Japan via Manila. Flight delays after delays. Return flight cancelled after 12 hour wait in Japan. Segregated from travel group late at night and sent to hotel. PAL Ground staff Osaka advised passengers to lodge claims for out of pocket expenses and confirmed that will be honoured. Claim lodged and response from PAL, insulting passenger offer of worthless $100 USD travel vouchers with PAL valid for 2 years. Our Grand Tour of Japan was ruined by the poor flight experiences with PAL's incompetence at each airport, lack of interest in passenger concerns (connecting flights), excuses and lame apologies that do not change our experience or impressions of PAL. We do not trust PAL after our experience. We did not book flights and would not have flown with PAL via Manila to Japan or economy class (no matter the cost) if given an options. Regrettable flight experience PAL. "
Not Verified ,,Business,Economy Class,Brisbane to Japan via Manila,October 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1,"  When I say first class I want to explain that was only for the 1st leg of our trip, as our flight was delayed overnight and we had to spend the night in Manila (so far at our expense), the 2nd part of the flight they not only changed our seats but put us in the very last row of the plane. Right in front of the very smelly toilet, of which there was only 2 for over 300 passengers. Extremely angry is an understatement as we missed the 1st day of our tour and also, at our expense had to find them and catch up. It's almost time now to head home and I'm writing this from my motel as we've just been informed our home flight is also delayed and we have to spend an extra 3 or so hours in Manila meaning we will miss our connecting flight. I'm so angry and will never use this airline again. And they broke the wheel on our suitcase and refused to do anything about it."
Not Verified ,,Couple Leisure,Economy Class,Kansai to Jakarta via Manila,October 2023,1.0,1.0,1.0,,,1.0,3.0,no,1," Would never recommend this airline at all, got delayed twice on the same flight to and from Osaka. Awful seat, awful food, awful flight scheduling, just awful."
✅ Trip Verified ,A320 / A330-200,Couple Leisure,Business Class,Kuala Lumpur to Brisbane via Manila,October 2023,3.0,3.0,2.0,,,2.0,4.0,yes,5,"   The checkin at KUL was easy with our bags being checked through to Brisbane, however we were told that our second boarding pass from Manila to Brisbane would be available at the transfer counter in Manila. We were assured that everything was fine & that our seats were as stated on the ticket. So off we trotted to the lounge. This lounge was excellent & was used by a number of other airlines. It was well designed & a pleasant place with a good selection of food & good barista made coffee. Suddenly we were called to the desk. It was a call from the airline asking us whether we would agree to be downgraded to Premium Economy. We declined because of a medical condition. They said ok & once again guaranteed that we would have our assigned seats. The flight to Manila was in an older A320 with no lie flat bed. The service was attentive and the food perfectly acceptable for the short 3 &1/2 hour flight. Upon arrival we immediately went to the transfer desk. It was a zoo. Upon explaining that we were picking up our boarding passes for the flight to Brisbane they informed us that we no longer had the assigned seats and on top of that there was now an additional 4 hour departure delay. We were being downgraded & being offered $1100 (US) instead (Qantas, take note!!). We tried to find out why this was happening & were told a series of lies from a number of different people. In the end we relented because we simply had no choice. We insisted that we have extra legroom in PE & they gave us the first row. It turned out that the previous flight to Brisbane had been cancelled & now they were amalgamating that flight with ours on a larger aircraft. Our seats were, in fact, filled by the crew that would be flying the plane back to Manila. They could have been honest with us at the beginning but they just strung us along. Since returning home we have noticed that this has, once again occurred. It makes you wary about whether this is a recurring issue with their fleet. We are booked to return to KL in February & can only hope a similar fiasco doesn't await us. Manila Airport is a disgrace. Disorganized and chaotic. This is not the airlines fault as such. We found the FA's in the business class segment we flew to be professional and attentive. We were looking forward to the longer haul home to Australia but it was not to be. The food in economy was pretty ordinary and some of the attendants certainly had an attitude problem. I believe that Philippine Airlines has a good business class product however they suffer from the same problem as so many other airlines - a lack of honest communication. I'm hoping like hell that what happened to us isn't an indicator of things to come. If it isn't then I will happily recommend them for their business class."
Not Verified ,,Family Leisure,Business Class,Edmonton to Manila ,January 2023,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no,3,  Book 4 business class with PAL. My brother was un able to come and I cancelled the flight for him months prior. The PAL representative said they can use issue a voucher and I agreed. When I tried to use the voucher I couldn't because it was not my brothers name so I opted for the refund with a $250 usd penalty. 5 months later I'm still waiting for my refund with very poor communication from PAL and an autogenerated msg stating they are working on the refund. While in flight the Tv monitor was inoperative and they were unable to fix it. If you slept through the service you don't get a meal.
✅ Trip Verified ,,Solo Leisure,Economy Class,San Francisco to Manila,February 2023,,,,,,,1.0,no,1,"   I have canceled my flights due to my husbands health last February, I called the Philippine airline’s countless of times, they told me that they’ll have to deduct $250 dollars for cancellation fee and I agreed. They told me 3 billings cycles and yet 5 months later I haven’t seen a dime out of $1800+ refunds and I patiently waited for 5 months for them to give back my money but they never did. So I called them again last July and asked what the heck is going on with my refunds. This time they told me to send them a proof of why I canceled my flights, so I sent them my husbands proof of hospitalization and records of his on going illness. I was on the phone with Philippine airlines costumer service when I sent all documentation and they told me they have received my documents, and same thing, just like the first time from months ago, my refund should be in my account within 3 billings cycles. It has been more than 3 billing cycles and I have not received my refund back."
