status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,,Business,Business Class,Ho Chi Minh to Hanoi,April 2024,4.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  Flights are good value for money. The check in was so easy, on board flight cabin crews and their leaders were was excellent and his team members were very caring. They speaks both English and Vietnamese and were so supportive. The on board food was excellent, fresh and lovely.  Love to travel again with this airlines. Highly recommend them. On board team is excellent."
✅ Trip Verified ,,Solo Leisure,Economy Class,Paris to Taipei via Ho Chi Minh City,March 2024,3.0,4.0,4.0,1.0,,4.0,4,yes,5,"  The video system was working poorly for the entire right side of the plane if not the whole plane (I couldn't see) was not working properly. Over 12 hours I managed to watch one movie I had seen before with a lot of interruptions in quality ie suddenly stop. Various people complained and were moved to other seats but it seems to not have made a difference. The flight attendants were running up and down trying to sort this out for various people who spoke up while also trying to serve meals. This is not their fault and re-setting a few times did nothing. The meals were good, the Asian one more strongly spiced and not bland. They served a meal about an hour into boarding about 2.30 pm Paris time. Then later at unknown time a breakfast. It seemed that instant noodles were available at all times. Arrived on time. Smooth transition to departures although I had an 8 hour wait till my connection. If only the video was working."
✅ Trip Verified ,A350-900,Couple Leisure,Economy Class,Hanoi to Paris,March 2024,4.0,5.0,5.0,5.0,5.0,5.0,4,yes,9,"  I flew Paris to Hanoi in February 2024. We have spent 6 weeks traveling in Vietnam all trips with Vietnam airlines. I was impressed by the seating room and comfortable seats. But most importantly was the professionalism of all staff from ground to air. More than 8 trips never had one small issue, congratulations to all Vietnam airlines staff. The food served was also good quality. I will be traveling soon with Vietnam Airlines."
✅ Trip Verified ,,Solo Leisure,Economy Class,Kuala Lumpur to Seoul via Hanoi,April 2023,4.0,5.0,5.0,5.0,,4.0,5,yes,9,"  My first time trying this airline, it was red eye flight with a short transit time (1hr 10mins). I decided to go with this due to low fare at that time. The crews were lovely and helpful, they served hot meal even for the short part of KL to Hanoi and again Hanoi to Seoul. The landing and take off was extremely smooth to the point that i did not even realized we have touched the ground. There was no entertainment from KL to Hanoi as the plane was a little dated but with comfortable seats but the flight from Hanoi to Seoul was even better. The plane was brand new with good entertainment selection, it was a comfortable flight. Even with my returning flight Seoul - HCM - KL, it was as good as the one I went to Seoul. I am impressed with the services as they often offered drinks and snacks to us. Even with short transit time for both my trip (going and returning) the airport staff was accommodating and help us navigate quickly to the transit area by giving us some priorities. It would be better to have the new plane for the KL - Vietnam part but overall is still good."
✅ Trip Verified ,A321,Solo Leisure,Economy Class,Bangkok to Ho Chi Minh City.,March 2024,4.0,2.0,3.0,,,4.0,3,yes,7,"  Flight was just over an hour, so was difficult to get a lot wrong. Good leg room, served a sandwich and non alcoholic drink. I would have expected a jet bridge given it was an international flight and the cost of the ticket, but it was on a remote stand upon arrival in Ho Chi Minh City."
✅ Trip Verified ,,Family Leisure,Economy Class,Ho Chi Minh to Singapore,March 2024,1.0,3.0,1.0,,,1.0,1,no,2,"  I booked to travel to Phu Quoc and 2 months after booking a preferred time, they start changing my departure time from 1 hour delayed to 7 hours delayed 3 days before travel date. Their explanation was that due to operation. I've tried contacting the airline with roaming charges while in Vietnam to ask for an earlier flight as I'm traveling with seniors and kids as well to visit the resort. They said they only have spots for 3 people for the earlier flight. I booked a 2pm flight and their available flight was 130pm. So they've decided to push my flight to a 9pm flight. I purposely didn't book a budget airline in Vietnam because of my worries of delays and issues with transfer while traveling with seniors and kids. All in all, I ended up canceling with a cancelation fee as well because they only waive cancelation fee if they change your flight for more then 12 hours 1 leg. Be careful when you book anything with Vietnam Airlines. I flew with them to Singapore and that flight had no entertainment and the food was horrid. Flight attendant spoke English fine at least. Seems to me they don't know how to sell tickets and open more routes if it's booked. Instead they book different times and push whoever not lucky."
Not Verified ,,Solo Leisure,Business Class,Mumbai to Ho Chi Minh,February 2024,1.0,3.0,3.0,1.0,3.0,4.0,1,no,4, The Business Class seats are amongst the worst I have sat it in. They recline about four inches and the arm rests are made of hard material Very uncomfortable for a five hour flight. The pricing was about 7-times economy fare which is very over priced because the only real additional value is priority check in and wider seats (2-2 instead of 3-3). Lounge at Ho Chi Minh airport was ok and the inflight service was pleasant enough although they don’t seem to understand English at all. The entertainment system also (on your mobile through WiFi) didn’t appear to have any English options. Unfortunately there don’t appear to be many other options for Mumbai-Saigon. A pity because I loved every part of my recent golf trip to Saigon and would go more often if the flight was more convenient & comfortable.
✅ Trip Verified ,,Couple Leisure,Economy Class,DaNang to Jakarta via Ho Chi Minh City ,February 2024,4.0,4.0,5.0,4.0,4.0,3.0,4,yes,8,"  It has comfortable and spacious seats, with halal certified food (Muslims don't need to worry or request for the special meals) that tastes good. The entertainment needs personal earphones and gadget to connect to the WiFi."
✅ Trip Verified ,Boeing 787-9,Couple Leisure,Business Class,Hanoi to London Heathrow,February 2024,4.0,5.0,5.0,2.0,,5.0,5,yes,9,"  We flew from Siem Reap to Hanoi then on to Heathrow and had originally booked into economy class. As it was a night flight we decided that when we got to Hanoi we decided to upgrade to business which was done at a discounted rate. The staff at Hanoi once confirming that seats were available we were escorted through the airport getting to the head of many channels to ensure we got onto our flight. We then had under 2 hours to enjoy the benefits of the lounge. The lounge was acceptable with a decent choice of food and beverages but it could do with a noodle bar and a bar but as it was late, just after midnight this wasn't an issue as I wasn't in the mood for indulgence. Qatar Doha lounge and ANA's lounge at Haneda are better. Once seated on the 'plane the attentive FA presents you with a choice of drinks including a very nice champagne. They continued to be attentive throughout the flight and cannot be faulted. The flight itself was largely comfortable except for the 'join' between the backrest and the seat once converted into a bed. The topper helped but didn't remove the discomfort on my hip, I'm side sleeper. This forced me to sleep lower but this forced my feet into the narrow space. Once asleep this no longer became an issue and I slept better than in Qatar's QSuite. Food choice seemed very good but as said earlier I wasn't into food much at that time and only had a starter for my meal which was delicious. There seemed to be a glitch with my screen, I was in seat 7D, as every now and then the film would shoot straight to the credits and the screen wasn't very touch sensitive. When I mentioned this to the FA she did offer the option to change seats but I was settled and next to my wife so I declined. My wife had no such problems. However, the selection wasn't that great with few recent releases. This was the same for the music choice. Again, for the time of day not a major problem as I preferred to sleep but if I was travelling during daytime I would have been disappointed."
✅ Trip Verified ,A321,Solo Leisure,Business Class,Bangkok to Hue via Hanoi,February 2024,5.0,5.0,4.0,2.0,,4.0,4,yes,8,"  Bangkok via Hanoi to Hue in Vietnam February 2024. A321 aircrafts, both on time. Due to Lunar New Year, the flights were full, only business class had some seats left. Interline desk in BKK refused to issue my BP earlier than 3 hours early for departure. This issue did fortunately not bother the Skyteam lounge who accepted me with pleasure based on my ticket and status. The lounge is improving, now with champagne and a good, varied buffet. Could improve with a bar, a noodle station, and longer opening hours. My arriving luggage was delayed and had not yet arrived in BKK from my previous flights. As it was already checked in to Vietnam, the airline took fully charge to retrieve it for me. However, I had to depart BKK without my suitcase onboard. I made a PIR report in Hanoi and VN traced it for me in the following hours. They could transfer it to me a day later, as they had to wait for it to arrive in BKK first. They succeeded well, informed me well, and a day upon arrival in Hue it was delivered effectively and free of charges to my residence by motorcycle. Both flights had ten passengers of 16 seats available in business class. Seats were huge and comfortable. New Year dragon decorations in the aircrafts and in the Lotus lounge in Hanoi was a nice touch, well timed and well done. Welcome drinks (incl.champagne) on the 1st leg. Onboard, I was pampered well by the kind, respectful, and proactive staff: champagne, wine, four kind of beers and hot meals with three options. New type of icecoffe served as a new signature drink, “cloud coffee”. The FAs encouraged me to try out everything catered. They were proud to show me that VN business class catering has now improved significantly on this regional flights. Two FAs were assigned for business class alone; they were extremely attentive, polite, proactive, informative, fast, appeared very pleased, and were and truly pampering for each individual. I was addressed as Sir throughout. No individual IFE and no WiFi for these short flights. The domestic Lotus Lounge is huge and delivers a lot; it is a good asset for the airline. The domestic leg was fine as well - surprised to see that now also hot food/snacks are offered. I had pork satays with noodles and salad. In Hue airbridge debarking was pleasant. The luggage issue arisen from previous flights was handled well by VN, who traced it and delivered it at my doorstep the following morning."
✅ Trip Verified ,Boeing 787 & A350,Family Leisure,Economy Class,Perth to Paris via Ho Chi Minh,December 2023,3.0,5.0,3.0,3.0,1.0,3.0,5,yes,7," Thank you to wonderful crew on all flights to Paris and return to Perth. Your service was very good indeed as was most the food on offer. My wife did not like some but I did and kids thought ok too. Your inflight entertainment needs a bit of updating but in saying that there was enough, maybe add some more western movies and TV Your online booking service and app is not the best in the world. When I log in to my account I still have to re-enter booking reference and add my email. This is annoying as I already logged in so should be there anyway. It is not an easy system to use and can only guess older generation would struggle big time. Your counterparts such as Emirates and Qatar and Qantas have much more user friendly system. Price for families tickets were awesome. I will use you again and thanks again to you VA. "
Not Verified ,,Business,Business Class,Paris to Melbourne,August 2023,4.0,4.0,4.0,2.0,,1.0,4,no,6,"  My wife and I flew Vietnam Airlines Business from Paris to Melbourne in August 2023. We were overall very pleased with the standard of the aircraft and level of service. It was not Singapore quality but quite satisfactory. Having obtain a Vietnam visa to leave the airport in Ho Chi Minh during a 14 hour stopover was a bit of a pain but that is not the airlines fault. Based on last years experience we decided to use Vietnam Airline again for return Business Class tickets from Melbourne to London. The first problem was the online booking. The site is quite tricky to negotiate and often you have to get all the way through before you are advised the flights don’t exist. When you do get to actually book the site will not accept your credit card. I contacted the “Helpdesk” which could not have been less helpful. Eventually I had to download the VA app. and do the booking through that. I then had another issue I need sorted. I rang the “Helpdesk” but despite perseverance was totally unable to follow the staff members English. She was also very curt and hung up while I was still endeavouring to follow what she was saying. I then emailed the several addresses on the VA website setting out my query in detail. Responses from VA took around 7 days and were universally dismissive. They did not address my concerns at all and the one line reply essentially amounted to , “we cannot and will not offer assistance”. Very unprofessional and frustrating. It appears once off the ground the airline shows some potential but on the ground it is still very much stuck in a communist mindset."
✅ Trip Verified ,,Family Leisure,Economy Class,Tokyo Narita to Da Nang via Ho Chi Minh,December 2023,2.0,2.0,,1.0,,1.0,1,no,1,"  I had the misfortune of booking this airline for a family trip to Da Nang, Vietnam. The airline emailed on multiple occasions to adjust the flight time and seating ahead of the trip. 24hrs beforehand, it was not possible to complete online check-in despite getting multiple emails from Vietnam Air asking me to check-in online. On the day, queues at the flight check-in desk were out of control and it took two hours to check into the flight. The airline didn't open the check-in until 30mins after the scheduled departure time. The flight departed two hours behind schedule. Inside the plane, my daughter's screen didn't work. The coffee on board the flight was good and the service was OK too. After arriving two hours late, we missed our connection from Ho Chi Minh to Da Nang. An alternative booking was made for 3 hours later. Upon arriving in Da Nang we were informed that our bags had been left in Ho Chi Minh (this seemed to affect at least 20-30 people on this flight). We were promised their return by 11.30pm that night but didn't receive until 12.30am. The bags eventually arrived soaking wet."
✅ Trip Verified ,,Family Leisure,Economy Class,Singapore to Dalat via Ho Chi Minh City,December 2023,2.0,3.0,3.0,1.0,,3.0,1,no,2,"  My family of 11 booked our flight to Vietnam in Dec 2023, flying via HCM to Dalat. Even before we set off, the airlines emailed us 3 times to inform of flight changes due to operational reasons. It not only caused us stress due to disruption to our tour schedule but also incurring international call cost to make alternative arrangements. There is also inconsistency in their procedures. When we call their customer service line, we were told that because our transition time is less than 100 minutes, we have to change to a later flight and asked us to email in our request. After I have sent in my request for change, I received a reply that said that their ground staff can help us with our transit even though our transit time is only 95 minutes. The only consolation was that the customer service of their air crews were good. Vietnam Airlines needs to improve their flight schedule planning in order to call themselves a 4 star airline."
✅ Trip Verified ,A321,Couple Leisure,Business Class,Da Nang to Nha Trang,November 2023,3.0,1.0,1.0,,,3.0,1,no,1,"  Check in was a breeze but there after everything went down hill with lounges, service & journey. Our check-in was 05.30am for a 7.10am departure and we headed to the Lotus Domestic Lounge and it had a poor selection of food just Viet Soups and Noodles no real breakfast items of such just fruit and sweet rolls. We had coffee and thought we would get some form of breakfast offering in Business Class for a 7am departure, how wrong was we on board the crew looked tired and offered a juice and cold towel service not a bad start. I could smell something from the galley thinking maybe croissants or a meal. Once we took off we were offered Coffee or Tea then waited and waited and nothing. I left my seat to use the bathroom and the crew were huddled in the galley with the curtain closed eating hot food and looked shocked.  Never before have I taken a short business flight and not been offered a cookie or pretzel and the flight is scheduled at 1 hour 15 minutes so plenty of time to give some service , but sadly not to be Vietnam airlines we pay a premium for what? On descending they come from behind the curtain full from breakfast whilst us fools paying business class had our pants taken down. Awful flight from start to finish."
✅ Trip Verified ,,Business,Economy Class,Shanghai to Singapore via Hanoi,November 2023,1.0,1.0,,,,1.0,1,no,1," I swear I will never take Vietnam Airlines again. This is the worst flight experience I ever had. I am travelling with this airline with connection time more than 12 hours. And I actually suffer to just wait outside the boarding gate during this period. No crew from Vietnam Airlines guiding. No food and beverages provided as promised. No transit tour provided as broadcast. How can this airline nominated as 4 star airline with such poor service. Before my flight, I actually contacted the airlines and was assure that the staff will take guide me through when I arrived Hanoi Airport. At the end, no one knows. I go to the airline connection flight counter, no one there. Go to LOTUS Lounge, said not entitled to. Felt I am paying for 4 star airlines and treated as in I am taking budget airlines. The flight VN531 was also very terrible. Is just a budget craft without inflight entertainment and small seat. Luckily I didn't upgrade to business class when checked in because the business class is actually just a curtain away from economy class. Trust me, I shocked when I onboard the flight just now. The flight supposed to fly at 3.25pm, but only move at 4pm. Supposed to arrived at 6.55pm, at the end arrived at 7.30pm. I wonder the flight duration took longer than estimated because the flight is old? Very huge turbine noise when the flight flying up. Anyway, I just felt blessed that I arrived safely. Conclusion, I paid for so called 4 star flight but ended with budget airlines service. Listen to me, I am writing now while overnight at Departure Gate of Hanoi Airport. Not worth for your trip with Vietnam Airlines."
✅ Trip Verified ,A321,Solo Leisure,Economy Class,DaNang to Ho Chi Minh City ,November 2023,4.0,4.0,,,,1.0,3,no,1,"   This review is for people considering flying with your pet with Vietnam Airlines. The only word, a nightmare from ticketing to all the check-in processes. Ground staffs at both SGN and DAD are both useless and heartless with no clear procedures, not owning any responsibility, having attitude toward travelers. I had my tickets issued, giving all the necessary information of my puppy to have her with me on board and got the validation of VNA, then VNA called back, just saying that she had to be checked in without further notice or explanation! Upon check-in process in Saigon, I showed all the docs as requested, then the check-in agent informed me that they need the approval of the captain of the flight… point that had never been communicated. The “supervisor” came to repeated the same words, not taking ownership or consideration of someone traveling with a pet, then who might be “refused” by the captain, under the pretext of safety for my pet! The whole thing went on and on with them saying that if you are not happy, call VNA. And they are VNA staff. On the way back, VNA staff at DAD airport asked me to show another paper which was not requested on the other flight. Then they said they need the approval of the captain again as we are not in rules! The whole procedures went on and on and they did not event clearly know their procedures. When I challenged them, they asked me to call VNA while I talked to the highest person at the VNA office there (or pretendedly). That agent dared lecturing me for my next flights’ knowledge when VNA staffs was not event cohesive on their own procedures! And for her, the fault is on SGN airport staffs’ side! The top of it was that one agent informed me that my pet will be sent out to the aircraft as an “oversized” luggage!!! Then again, the highest person of VNA at DAD airport had to show up again, and again it’s not her fault. I had to precise to them that the procedure is to have someone personally take my pet to the aircraft and then bring her from the aircraft to the terminal. Therefore, please consider before putting you into the troubles with the ground staff of VNA, as they are arrogant, heartless and non comprehensible and they are not event trained to have the same procedures and standards! Expect to have multiple explanations and you should know your points and rights if you don’t want your pet to be let behind because of a bunch of untrained staff. VNA cabin staff have improved tremendously and I am flying all the time with them, but ground staff, only one word, a nightmare. As a part of this whole experience, VNA should have 0/10 and they should own it to improve and to be truest what they pretend to be!"
✅ Trip Verified ,,Solo Leisure,Economy Class,Singapore to Hanoi,November 2023,2.0,3.0,3.0,3.0,1.0,1.0,3,no,4,"  If you want to fly with this airline, better add one hour to your check-in time at airport or get business class to get priority check in. I arrived at Changi airport at 12pm and there were already long queue in front of check-in counter (seem like longest one in the whole terminal). I have to wait for almost 1 hour to check in my baggage and get my boarding pass. I've never had to wait that long before, even if with cheap airlines."
✅ Trip Verified ,A321,Couple Leisure,Business Class,Ho Chi Minh City to Da Lat,November 2023,3.0,5.0,,,,4.0,5,yes,8," This was my 30th domestic flight this year on Vietnam Airlines and my review of this flight is representative of my overall business class experience with this airline. The good things are: fast check-in and security at departure, fast deplaning and luggage pickup at arrival, outstanding cabin service. The bad things are: uncomfortable and overcrowded lounge at SGN, uncomfortable and overcrowded boarding experience at SGN, business class seats on the A321 aircraft ALWAYS have a broken headrest, you are locked in if the person ahead of you decides to recline and row 1 is usually reserved for VIP’s."
✅ Trip Verified ,,Solo Leisure,Economy Class,Ho Chi Minh City to Tokyo Narita,November 2023,3.0,3.0,2.0,3.0,,2.0,2,no,4,"  Vietnam Airlines is just simply horrible. This is like a budget airline and their customer service is non-existent. I had an issue with their flight and needed their help. I chatted with a customer service agent online and she/he just ended the conversation abruptly after telling me that I needed to email customer care. They didn't even wait for me to say anything else just said ""bye"". Then I emailed customer service twice and that was 7-8 days ago and still no responses and I already took the flight. I will never fly with them again. The plane was not cleaned properly when I flew them and my food was horrendous. The croissant was dry and inedible. The chicken rice was gross. Flight attendants were lukewarm at best and they didn't even care to go around to make sure that all tray tables were up and seats were in an upright position. Avoid this airline at all costs."
✅ Trip Verified ,A321,Solo Leisure,Economy Class,SGN Ho Chi Minh City to CXR Nha Trang,November 2023,5.0,4.0,4.0,,,5.0,5,yes,8, Very good flight. Excellent seat pitch. Departed on time and arrived 15 minutes early. During the flight a bottle of water was handed out. Only complaints were about the behaviour of the passengers. Many dragged so much into the cabin that overhead storage was overflowing. While waiting to disembark people got really pushy. The cabin crew did not intervene in any way. Apparently this kind of behaviour is the norm on flights in Vietnam.
✅ Trip Verified ,,Family Leisure,Economy Class,Singapore to Fukuoka via Ho Chin Minh,November 2023,,,,,,,1,no,1,"  Summary, please avoid buying Vietnam Airlines if you have not done so. I will rate minus stars if there is such an option. We have flew Vietnam Airlines long ago and were happy. So we thought we can do it again and paid for 6 persons to fly November 2023 to Fukuoka via HCM. Our confirmed flights were then changed unilaterally by Vietnam Airlines and no information was provided to us. The flights that were changed by VA could never have happened as the flight timings overlap (SG to HCM and HCM to Hanoi). I wrote in on 19 August 2023 and was directed to online support on 24 August. This is where the nightmare service began. We have to settle for a change in flights, that cut short our original holiday and suffer some travel costs (accomodation, travel insurance) that are non-refundable. After almost 2.5 months of writing emails and waiting in good faith, Vietnam Airlines will not compensate us, nor extend any goodwill to make good the unnecessary costs. No manager has contacted me too. This episode has caused caused unnecessary stress to my family."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Haiphong to Ho Chi Minh City,November 2023,2.0,4.0,1.0,,3.0,4.0,3,no,5,  This was not a particularly comfortable flight. It had the tightest pitch between seats I have ever experienced. You should consider paying for an emergency exit row seat. One hour 45 minute flight. No meal service. Customers are pushy and impatient when deboarding.
Not Verified ,,Couple Leisure,Economy Class,Ho Chi Minh City to Hong Kong,November 2023,3.0,3.0,3.0,1.0,,4.0,5,yes,7,"  This is on par with the larger US carriers honestly, which isn't a huge compliment, but they're not bad at all.  Everything is just middling. The only real issue I've had with them (flown many legs over the years) is the advertising is extreme. You're subjected to (the exact same) like 15min ads on every flight, and the captains have to give these minutes-long speeches at the start/end of each flight that include airline promotions. For shorter flights it feels like you're just in a tubular advertisement for most of it. That aside, no major issues to report and the planes are in fairly good shape and clean.  Flights are usually very cheap in-country too. Unlike a lot of US airlines, they actually serve meals on shorter flights. I had a 2hr flight with VA that had a meal, versus a 4hr fligth with AA that had none."
Not Verified ,,Solo Leisure,Economy Class,Sydney to Paris,June 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  They added in an additional stop over in Vietnam, adding hours to the trip. When we finally got to Paris, they had lost my luggage. It took them days to locate the luggage. Once they advised that they had found it, they said they would bring it to my hotel in Spain. It never turned up. I then called the airline and after being transferred to different departments numerous times, they admitted that they had lost my luggage again. After hours and hours on the phone, I found out my luggage had been passed by Vietnam airlines to 2 other airlines (Air France and Iberia) but was told that Vietnam airlines was still responsible for the luggage and was overseeing it. When trying to locate the luggage I was told by the other airlines that it wasn't their responsibility and to contact Vietnam airlines, they in turn blamed the other airlines. I was finally told by a lovely person at Iberia that Vietnam airlines had closed my case (I still hadn't received my luggage). She also advised that my luggage was in Lugo (she said she should be telling me this, but felt sorry for me) and I was told ""under no circumstances that I should go to the airport and try and claim my luggage, as I didn't have any email/ proof that the luggage was there"". As I had been without luggage for over a week and a half, against her advice, I then drove to the airport (hours away from where I was staying), lied and said I was told to come and pick it up, they then handed my my luggage. It is months later after numerous emails and phone calls back and for with Vietnam airlines, the compensation I have been offered it $80 USD for; lost luggage, petrol costs to try and go and claim my luggage, hours and hours lost on my holiday on the phone to the airline/s. They cant give me the money because I can not produce the first luggage tag that was on my bag. The worst airline I have ever flown with."
