status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,,Solo Leisure,Economy Class,Hanoi to Bangkok,May 2024,,,,,,,1,no,1,  I tried to change my VietJet Air flight booked through AirAsia app. The company promised get back to me in 24 hours. They didn't. Then I contacted them through chat (it is very difficult to contact real human in this company). They managed to cancel my flight change process when I contacted them. Then now after 30 hours they tell me I need to start the whole process again. The worst customer experience of my life. I lost 100 USD. Do not book flights from this company.
✅ Trip Verified ,,Solo Leisure,Economy Class,Phuket to Bali,May 2024,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1," Please, I urge everyone not to fly with this airline when traveling to Bali or anywhere in Asia. Prior to booking, carefully examine their reviews. On 05/09/2024, during my flight, I encountered issues with their agent attempting to charge me $200 for a bag that was 9KG overweight. After requesting to speak with a supervisor, the price suddenly dropped to $80. Upon arriving in Bali, I noticed significant damage to one of my bags, with personal items missing from the only bag secured with a TSA lock. Despite contacting the airline for assistance, their response, received all the way from Australia, was dismissive, stating that wear and tear costs are not covered, holding me accountable for the damages. This experience has deeply disappointed me as it tainted my first trip to Bali. There has never been an airline I fly with that this has happened to me and I am urging people to not fly with this company."
✅ Trip Verified ,,Business,Economy Class,Kuala Lumpur to Jakarta,May 2024,1.0,2.0,,,,1.0,2,no,2,"   AirAsia is no longer suitable for business travelers. I've been a loyal user for short trips, benefiting from their Premium Flex package, which used to include perks like priority check-in, boarding, and more. However, AirAsia has recently changed its policy on cabin luggage weight, enforcing a 7kg limit, including the weight of a laptop bag."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Penang to Langkawi,April 2024,2.0,4.0,,,,4.0,4,yes,7,"  A flight that left early, unusual and great for travellers. Loading a little cumbersome but mainly from dis organised passengers. Staff affable and helpful. The seats narrow but in good condition"
✅ Trip Verified ,,Family Leisure,Economy Class,Bangkok to Phnom Penh,March 2024,4.0,1.0,,,,4.0,3,no,5,"   My flight departed and arrived as scheduled, but the cabin crew's behavior ruined the experience. Upon boarding, I was hurried by a crew member as I searched for my seat. Another crew member yelled at me for taking slightly more than two seconds to move. I frequently fly both domestically and internationally from and within the U.S., and I have never encountered such unprofessionalism and rudeness from flight attendants. This experience was a first for me and left a negative impression. "
✅ Trip Verified ,A320,Couple Leisure,Economy Class,Bangkok to Kaohsiung ,March 2024,4.0,4.0,3.0,,,4.0,5,yes,8,"  I don't know if I am getting shorter with age, or if the seats are further apart now, but it feels like there was more legroom than normal - it wasn't that cramped at all. Everything else is still what you expect from budget airlines, but at these prices who can complain? The flight from Bangkok to Kaohsiung was over before we knew it. Clean cabin, no fuss service and food."
✅ Trip Verified ,,Solo Leisure,Economy Class,Chiang Mai to Bangkok,April 2024,3.0,3.0,3.0,,,2.0,3,no,5,"  I flew with AirAsia several times . The flight was delayed ever time by around 30-40 minutes. The staff on the ground always gives you very optimistic estimates for the delays, and it usually takes longer."
✅ Trip Verified ,A321N,Solo Leisure,Economy Class,Krabi to Bangkok,March 2024,2.0,5.0,3.0,,,5.0,4,yes,7,"  Good Flight on time from Krabi to Bangkok. Standard Seat distance is cramped but ok for a short Flight. Had lunch including Package which was okay. So if price it’s low, AirAsia is a good option."
✅ Trip Verified ,,Family Leisure,Economy Class,Medan to Kuala Lumpur,March 2024,5.0,4.0,,,,5.0,4,yes,10,"  I am representing a party of 5 seniors traveling from Medan back to Kuala Lumpur after a 4D3N tour on Mar 14/24, and we would like to extend our sincere gratitude to Mr Ruly (Guest Service Officer) of Air Asia at the Medan International Airport Checkin counter desk. Mr Ruly was very pleasant and polite , and quickly booked us a flight back to KL the same day , after our flight on Batik Airline was suddenly cancelled without notice. He went out of his way to help us obtain a flight cancellation letter from Batik Airline at the airport. Further he also helped us saved money in advising us that we could combine the weights of all our check-in luggage, so our overall ticket cost is cheaper. It is not often that you meet nice people like this, especially one who is efficient and served with a warm smile. Our flight back to KL was pleasant, and we arrived 25 mins ahead of schedule! Again not many airlines can match this. Overall we were all very pleased with experience."
Not Verified ,,Couple Leisure,Economy Class,Singapore to Denpasar,March 2024,,,,,,,1,no,1, Booked a connecting flight with them from Singapore to Bali 4 months ago. Today they cancelled it and moved us to a flight that departs 4 hours before we land in Singapore. They suggest we fly the next day but do not want to fund a hotel and we do not want to lose a day of our holiday. Have had to cancel and switch to another airline at considerably higher cost. Could only talk to a BOT.
✅ Trip Verified ,,Solo Leisure,Economy Class,Batam to Pekanbaru via Kuala Lumpur,March 2024,1.0,1.0,,,,1.0,1,no,1,  The AirAsia app offers flights combined with other airlines. I booked a flight through the AirAsia app; the first leg operated by Lion and the second by AirAsia. You assume it's one booking (like code sharing) but it's not. Lion was delayed so I missed the connecting flight. Bad luck I had to buy a new ticket to continue my trip. They don't take any responsibility and claim that you booked it through an agent. When you try to file a complaint that's impossible ... you have to chat with that stupid chat bot but that's useless. 
✅ Trip Verified ,,Solo Leisure,Economy Class,Krabi to Kuala lumpur,March 2024,4.0,4.0,,,,1.0,3,no,1,"  Worse customer service. Every email came back as undeliverable, every phone number goes to voice mail. The recording says you can talk to live person via app and website, but it's just a computer chat that can't do anything. Flight was okay, but everything else about this airline was bad. Rudest gate and ticket people I've met. "
Not Verified ,,Solo Leisure,Economy Class,Bali to Miri,February 2024,1.0,3.0,,,,1.0,1,no,1," They have a free cabin baggage policy, but if it exceeds 2-3 kg, you have to pay 250 MYR, which is approximately $50. "
✅ Trip Verified ,,Family Leisure,Economy Class,Perth to Bali,February 2024,3.0,1.0,1.0,1.0,1.0,1.0,1,no,1, Dirty Plane. Trays were dirty and staff were asked to wipe several seat trays. No in flight entertainment. Uninterested staff who were very unaccommodating. Flew back to Perth on QZ534. Even worse experience as I travelled back with my husband and child. We were separated and yet there were several free seats available. We asked if we could sit together as we had a 1 year old with us. They said the plane was full and yet there were several seats available. At the end of the trip I asked to help my husband with the bags as he was carrying the baby. They refused to let me and said I couldn't go back on the plane. They then stood around and watched him struggle to carry the bags and the baby instead of offering to help. They were so uninterested and looked like they weren't enjoying their job. Dissatisfied. Worst experience on an airline.
Not Verified ,A320-200,Family Leisure,Economy Class,Ho Chi Minh City to Kuala Lumpur,February 2024,4.0,5.0,3.0,2.0,4.0,5.0,5,yes,9,"  The aircraft was overall very clean. With In-flight Wi-Fi with was great. Seats were incredibly comfortable with great legroom. But there was no In-flight entertainment TVs. Their cabin crew service was great. As this is a low-cost airline there are no complimentary water or snacks. The flight was on-time as well. Since this was a full flight, they offered to check my carry-on luggage for free. Overall I am very satisfied with this amount of service for a low-cost airline. Definitely would fly AirAsia again."
✅ Trip Verified ,,Solo Leisure,Economy Class,Kuala Lumpur to Da Nang,February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1," I'm shocked and disappointed! I paid in advance on the 20th of January, and according to the bank, the payment has been successful so far. I received all the proper notifications about my upcoming flights daily. However, when I arrived at the airport, the airline informed me that there are issues with my payment and I need to purchase another ticket, which, of course, costs more. When I called my bank, they confirmed once again that my payment was indeed successful. The airline suggested that I buy another ticket now and request a refund later when I return. I am extremely frustrated for several reasons: - The airline provided incorrect information by sending me letters assuring that everything was okay, but it turned out not to be the case at the airport. The payment I made was successful, as confirmed by the bank. Why didn't the airline refund the money if the payment wasn't successful? Why should I pay more for another ticket when I already paid for the same booking? Now, in order to get a refund, I have to spend my time going to the office because they don't recognize the double payment online."
✅ Trip Verified ,,Couple Leisure,Economy Class,Kuala Lumpur to Krabi,February 2024,,,,,,1.0,1,no,1,"  Arrived at the KL airport more than 2 hours before as usual and it was a mess. Queued for several time for the check-in counter until staff told us that the check-in at the counter is extra and we need to do the self check-in. We queue for both check-in and luggage drop. Yes, two different, very slow queues because they put together all the flights. One of our luggage was 1kg too heavy and the machine didn’t accept it, so we open our things and rearrange it. Once back to the machine another surprise, you cannot try again, so go queue again at the service counter. End of the story, missed flight because it was too late to drop the luggage and customer service unable to do anything outside “buy another ticket”  for the next day. "
✅ Trip Verified ,,Couple Leisure,Economy Class,Sydney to Krabi via Kuala Lumpur,January 2024,4.0,5.0,5.0,,,5.0,5,yes,8,"  My wife and I have traveled SE Asia extensively over the past 18 months with two return trips to Melbourne Australia for short stays. I find the app to be somewhat klunky but I’m used to it by now. However, that’s the only negative. We have found the food to be surprisingly nice considering it’s airline food. The staff are friendly and not once have we had issues with lost luggage. For a low budget airline we’re very satisfied."
✅ Trip Verified ,,Solo Leisure,Economy Class,Siem Reap to Bangkok,January 2024,1.0,1.0,1.0,,,1.0,1,no,1," I will start but saying that if you are thinking of flying this airline, please don’t and pay a little extra for a better company, that doesn’t hide extra fees. I flew from Siem Reap to Bangkok, I have been travelling with a backpack that has been accepted by every single airline (as it is 40L), but because it was slightly over 7kg I was charged 50 usd and forced to check it in. "
✅ Trip Verified ,,Solo Leisure,Economy Class,Singapore to Bali,January 2024,2.0,2.0,1.0,1.0,1.0,2.0,1,no,1,  I would not recommend using it. Low cost is only a joke. Add ons make them more expensive than the quality airlines like Qatar Airways. Unless you only travel with a handbag it is not worth it to use Air Asia.
✅ Trip Verified ,,Couple Leisure,Economy Class,Penang to Langkawi,January 2024,1.0,1.0,,,,1.0,1,no,1," The airline known as AirAsia is the most unsatisfactory flight company I've ever dealt with. They consistently come up with excuses to extract extra money from customers, even resorting to underhanded tactics to coerce additional ticket purchases, as explained in the instances below. Using AirAsia is a major warning sign; it's essential to be cautious with this deceptive company. This marks the second time in a week that I've had an incredibly unpleasant encounter with AirAsia. During the previous flight from Penang to Langkawi, they refused to check in our luggage, citing our arrival 45 minutes past the departure time. Despite being at the KLIA2 counter two hours in advance, successfully checking in our luggage, and passing the hand carry luggage check this time, they insisted on an additional 15 kg. However, at the counter, they refused to add the luggage, once again using the 45-minute rule as an excuse.The staff's impoliteness led to us missing the Miri flight, and we had to secure an alternative flight through Malaysian Airlines. This will be our last experience with the so-called air flight company, AirAsia, making it the most absurd encounter I've ever had with an airline in my life."
✅ Trip Verified ,,Couple Leisure,Economy Class,Kuala Lumpur to Miri,January 2024,2.0,,,,,1.0,1,no,1,"  This marks the second time in a week that I've had an unpleasant encounter with AirAsia. During the previous flight from Penang to Langkawi, they refused to check in our luggage, citing our arrival 45 minutes past the departure time. Despite being at the KLIA2 counter two hours in advance, successfully checking in our luggage, and passing the hand carry luggage check this time, they insisted on an additional 15 kg. However, at the counter, they refused to add the luggage, once again using the 45-minute rule as an excuse. The staff impoliteness led to us missing the Miri flight, and we had to secure an alternative flight through Malaysian Airlines."
✅ Trip Verified ,,Family Leisure,Economy Class,Kuala Lumpur to Penang,January 2024,3.0,2.0,1.0,1.0,1.0,1.0,3,no,4," Encountered very rude ground staff. This is a first for me and it was shocking to see such behavior. We were a total of 5 passengers travelling together (2 senior citizens and 1 child) and had cabin luggage of 7kgs each. As we had a kid and 2 senior citizens travelling, just one of the baggages was exceeding 7kgs out of the total 4 bags we were carrying. The way the matter was handled was very unprofessional and disappointing. Will always try to skip this airlines if I have an option."
✅ Trip Verified ,,Family Leisure,Economy Class,Colombo to Kuala Lumpur,January 2024,,,,,,1.0,1,no,1,"  Third time we experienced delays. Crew seem confused, no clear information. Must rely on internet to learn the reality of the delay period."
Not Verified ,,Business,Premium Economy,Manila to Cebu,December 2023,2.0,2.0,,,,1.0,1,no,1," I recently had the misfortune of booking a flight with Air Asia, and it was the most unreliable and frustrating experience I have ever had with an airline and I have flown over 2 million miles mainly on Delta. Not only do they have no live customer service agents to assist with any issues, but when their systems fail, there is absolutely no recourse for the stranded passengers. I was left stranded at the airport with no way of reaching anyone for help, and it was a nightmare trying to get any sort of assistance. It's absolutely unacceptable for an airline to operate in this manner, and I believe they should be held criminally liable for essentially stealing money from their customers. If you cannot provide the service you charged for and you do not have a live person to resolve issues with you airlines you are not operating a business. I would strongly advise against booking any flights with Air Asia, as their lack of reliability and customer service is a major red flag. Save yourself the headache and book with a more reputable airline. "
✅ Trip Verified ,,Solo Leisure,Economy Class,Manila to Iloilo,December 2023,,,,,,1.0,1,no,1,  I booked a Manila to Iloilo flight for 1120am. It got rescheduled due to operational issues to 730pm. Then I get another notification that it is rescheduled to 830pm. I am keeping my fingers crossed that I don't get rescheduled a 4th time though I would not be surprised. I filed a complaint on chat. The agent responded like a bot.  Overall very poor. All the prior reviews I read were not kidding.
✅ Trip Verified ,,Solo Leisure,Premium Economy,Penang to Langkawi,December 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1," I paid for ""premium"" and couldn't even use self check in. Nearly missed my flight after having to wait in line for an hour to check in because self check in wasn't working. AirAsia has no excuse for being so incompetent."
Not Verified ,A320,Solo Leisure,Premium Economy,Manila to Davao,December 2023,2.0,2.0,1.0,1.0,1.0,3.0,2,no,2,"  Non-stop delays! Delay over delay over delay. My flight was 4hrs delayed, but they keep on adjusting the time whenever etd comes close. They could have set a particular time and follow through on that. Might as well they give 4hrs so why not set a given time they can follow. Unprofessional!"
✅ Trip Verified ,,Solo Leisure,Economy Class,Penang to Singapore,November 2023,2.0,4.0,,,,1.0,4,no,3,"  I checked in at counter with two of luggages, one of them is golf bag (11kg). All total weight was 20kg , which is under the limit. But the girl at counter use her mobile to check all the rules then told me that my golf bag is sport equipment, which incured a extra fee. Told her taht I've been travelling with that golf bag around Asia,no airlines charge fees. Even AirAsia didn't charge me when I flight from Singapore to Penang. She insisted and ask her supervisor, the guy even didn't listen at all and said 'She is doing her job.' To avoid to delaying the people behind me, I paid $140 extra for that golf bag. "
✅ Trip Verified ,,Solo Leisure,Economy Class,Bangkok to Tokyo,December 2023,5.0,5.0,5.0,5.0,4.0,5.0,5,yes,10, Narithtra and Apiwal helped me alot during my check in even though I was misguided by airport staff they both looked after me to change my flights and provided me excellent customer service. Thank you Air Asia to have such great skilled customer service representative who looks after customer and provides great customer service.
✅ Trip Verified ,A320,Couple Leisure,Economy Class,Kuala Lumpur to Cam Ranh,December 2023,3.0,3.0,3.0,,,3.0,5,yes,8,"  Don't normally use low cost airlines, apart from Air Asia who tend to do a good job. Kuala Lumpur to Nha Trang with Air Asia offering the only direct flight, check in if you have bags is not easy but otherwise boarding was done well. The seat was comfortable enough for this short 2 hour flight. Departed on tie and arrived a little early. Returning check in much nicer experience, had pre-assigned seats with extra legroom, also ordered food on this leg which was actually fine. Departed on time arrived back in KL on time, bags off quickly great service."
✅ Trip Verified ,,Family Leisure,Economy Class,Bangkok to Chiang Mai,November 2023,1.0,1.0,1.0,,1.0,2.0,2,no,2, The flight was half empty and we were all seated together 3 persons 6 persons per row. We politely asked if we could change seat in order to get more space and make everyone happy but the flight attendant was very rude to us and refused for anybody to switch seats.
Not Verified ,,Family Leisure,Economy Class,Penang to Phuket via Kuala Lumpur,November 2023,1.0,1.0,,,,1.0,1,no,1,"  I am unhappy with the flights with AirAsia because in Penang I got my ticket for KL but the worker said that I could get the Phuket one from KL, she didn't even try to check things out and the weather was not well in KL so the plane went Penang to KL and Penang to KL. They said that they will help us out if we miss the plane. When we arrived to KL we had no ticket and the workers in the airport didn't explain clearly so we missed our flight and when we tried to book another flight, the worker said that it was too late to book a. 8.20 flight to Phuket when it was an hour before the fight. She gave us a flight the next day, I wasted my time and the money for a taxi and hotel."
✅ Trip Verified ,A320,Business,Economy Class,Denpasar to Jakarta,November 2023,3.0,4.0,,,,2.0,4,yes,8," On Line Check-In run well. No need to go to check-in desk in the airport. The plane was clean. Flight was on time (departure & arrival). Seat was a regular pitch for low cost carrier. The cabin crew was friendly. They spoke well and clear when doing the public addresses. There was no in-flight meals, normal for low cost airlines. However, they sold meals through pre-ordered or in-flight order. We landed in T2 in Soekarno Hatta airport and transfered to T1 using bus."
✅ Trip Verified ,,Couple Leisure,Economy Class,Perth to Bangalore via Kuala Lumpur,May 2023,,,,,,,1,no,1,  There is no way to actually speak to a person all the telephone numbers in all the countries I've tried go to a voicemail service.  They happily take your money when you book a flight but after that there is no way to change flights or talk to someone. There is an email type voicemail service even that they take 2 days to reply back you. 
✅ Trip Verified ,,Couple Leisure,Economy Class,Kuala Lumpur to Surabaya,October 2023,1.0,5.0,,,,1.0,1,no,1,  They cancel the flight schedule and gave me other day. I tried to contact AirAsia but cannot connect. The live chat was useless.  This my first time and last time using AirAsia.
✅ Trip Verified ,,Couple Leisure,Economy Class,Luang Prabang to Bangkok,October 2023,1.0,3.0,,,,1.0,1,no,1,"   More delays. Consistently rescheduling flights, no notification to phone or email. Seat configuration minimum distance. Total disregard for passengers. A disgraceful airline one of the worst. Customer service virtually non existent."
Not Verified ,,Couple Leisure,Economy Class,Berlin to Sydney via Kuala Lumpur ,September 2023,1.0,3.0,5.0,1.0,1.0,1.0,1,no,3, The flight attendance were doing their best but the flight comfort itself was an absolute joke. The renting of the blankets for 2 euro or haggling over which food everyone got. Having to show boarding passes again and again to prove what you bought or didn't buy made the whole experience feel so cheap and badly put together. I don't think anyone was happy after that flight. 10 hrs flights with no entertainment is another invention I didn't think I'll experience. The flight itself wasn't even that cheap so I'm wondering why not charge 15 euro extra and give everyone all service they should get on such a long flight... the food prices were not even that expensive so I'm just sitting here n wondering why would anyone choose this uncomfortable situation for both the employees and all customers. I will not soon forget the flight attendant lady raising her voice at an older gentleman customer to tell him he can not change his order of food... it was bad. I didn't know before booking but will surely never book again. Might be ok for a short flight of 2 hrs or so but for long haul it left me with the worst taste in my mouth.
✅ Trip Verified ,,Solo Leisure,Economy Class,Yangon to Kuala Lumpur,October 2023,3.0,4.0,1.0,1.0,1.0,3.0,3,no,3,"  Aircraft was delayed 2 hours arriving in Yangon. Slow boarding of bags caused another 30 min delay. The staff never explained the delay, guess it is common. People missed their connections and if they were two separate bookings on AirAsia they would be responsible to buy a new ticket. Ridiculous if you ask me when it was AirAsia's fault they missed a connection. Decent cabin service. But AirAsia's late rate along with them constantly jacking with schedules and moving flights makes me not a fan."
Not Verified ,,Couple Leisure,Economy Class,Bangkok to Male,November 2022,1.0,1.0,,,,1.0,1,no,1, My flight was cancelled and rescheduled several times and was 36 hours after my original arrival time. This resulted in an extra hotel night and new flights at the last minute. I filed a claim from Nov 2022 and still have not received my refund. You get a bot that just runs in circle. I am not a rare case and many are in my situation. I will not stay quite on this matter.
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Ho Chi Minh City to Kuala Lumpur,June 2023,3.0,4.0,4.0,,,4.0,5,yes,6,"  The cabin of the aircraft was clean and well-maintained. The seats were comfortable enough for the duration of the flight, but legroom was modest I found it difficult to stretch my legs. There is no in-flight entertainment system. The pre-booked meal was tasty. Overall satisfied but need some constant improvement."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Kuala Lumpur to Ho chi Minh,June 2023,3.0,4.0,4.0,,,4.0,5,yes,6,"  Smooth experience from check-in until arrival. The flight is on time and proper boarding announcements and arrangements. The is no IFE but we can connect to wifi for entertainment - the Wi-Fi connection was pretty bad. The pre-booked food was good. Smooth take-off and landing. The cabin crew was super nice. Overall, very moderate experience with this airline."
✅ Trip Verified ,,Solo Leisure,Economy Class,Vientiane to Bangkok,September 2023,2.0,2.0,1.0,1.0,1.0,4.0,5,no,5," AirAsia is a budget airline. They seem to do ok once it’s a given that your flight will occur. My biggest complaint with them is that they constantly are changing their schedule, withdrawing flights, changing times of them etc. Out of the 12 flights I had booked with them over half were changed, some by many hours even to different days. This makes scheduling with them extremely difficult. This flight was ok, and originally a nonstop to KUL. But had to waist 3/4 of a day getting to KUL with a stopover in DMK for this flight. Seats are tiny and squished together. That’s what you get for a cheap price. Can’t fault them for that. Just hate their non reliability of any flight booked more than a week out."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Kuala Lumpur to Bangkok,May 2023,2.0,4.0,4.0,,,4.0,5,yes,6,"  The flight is on time and proper boarding announcements and arrangements. The is no IFE. The pre-booked meal was tasty and properly served by Cabin Crew. The seats were comfortable enough for the duration of the flight, but legroom was tight and I found it difficult to stretch my legs. Smooth take-off and landing. Kudos to the flight crew. Overall, very moderate experience with many more ways to improve."
✅ Trip Verified ,,Family Leisure,Economy Class,Kuala Lumpur to Langkawi,May 2023,1.0,1.0,,1.0,1.0,1.0,1,no,1," By far the worst airlines in Asia. The customer service is made to be as long and difficult as possible. You either have to find solutions with BO chat (useless AI) or hope they respond to your email. My account got locked by AirAsia because they don't send me an OTP for verification, even though I verified myself months ago. Due to my account being locked I can not proceed to make flight changes and any other bookings for a trip I am planning. It takes 15 to 20 days to unlock my account. I asked if they can cancel all my flights instead and give me a refund because of the problem and delays they caused and I can't get my money back. I highly recommend that you should check out any other alternative airlines first before using AirAsia. It can be a smooth transaction but whenever there is a problem you are going to have so many unnecessary problems with this airlines. And you will struggle to find a real person to talk to because everything is with the AI chat system first."
